"lemma","count","strong","lexicon"
"ἱερεύς",32,"G24090","{'brief': 'a priest', 'long': 'a priest, one who offers sacrifice to a god (in Jewish and pagan religions; of Christians only met.).'}"
"ἱερατεία",2,"G24050","{'brief': 'the duty of a priest', 'long': 'the duty (office) of a priest, priesthood.'}"
"ἱερωσύνη",3,"G24200","{'brief': 'the priestly office', 'long': 'the abstract notion of the priestly office.'}"
"ἱεράτευμα",2,"G24060","{'brief': 'the act or office of priesthood', 'long': 'the act or office of priesthood.'}"
"ἐπαγγέλλω",14,"G18610","{'brief': 'I promise, profess', 'long': 'I promise, profess.'}"
"ἐπαγγελία",52,"G18600","{'brief': 'a promise', 'long': 'a promise.'}"
"προεπαγγέλλω",1,"G42790","{'brief': 'I promise beforehand', 'long': 'I promise beforehand.'}"
"ἐπάγγελμα",2,"G18620","{'brief': 'a promise', 'long': 'a promise.'}"
"προφήτης",144,"G43960","{'brief': 'a prophet, poet', 'long': 'a prophet, poet; a person gifted at expositing divine truth.'}"
"προφητεύω",28,"G43950","{'brief': 'I foretell, prophesy', 'long': 'I foretell, prophesy; I set forth matter of divine teaching by special faculty.'}"
"προφητεία",19,"G43940","{'brief': 'prophecy', 'long': 'prophecy, prophesying; the gift of communicating and enforcing revealed truth.'}"
"προφῆτις",2,"G43980","{'brief': 'a prophetess', 'long': 'a prophetess.'}"
"προφητικός",2,"G43970","{'brief': 'prophetic', 'long': 'prophetic, uttered by a prophet.'}"
"ῥαββεί",15,"G44610","{'brief': 'Rabbi, my master, teacher', 'long': 'Rabbi, my master, teacher; a title of respect often applied to Christ.'}"
"ραββουνεί",2,"G44620","{'brief': 'Rabbi, my master', 'long': 'Rabbi, my master, teacher; a title of respect often applied to Christ.'}"
"λύτρον",2,"G30830","{'brief': 'a ransom, an offering of expiation', 'long': 'the purchasing money for manumitting slaves, a ransom, the price of ransoming; especially the sacrifice by which expiation is effected, an offering of expiation.'}"
"διαλλάσσω",1,"G12590","{'brief': 'I become reconciled to, reconcile myself with', 'long': 'I change, exchange; I reconcile, change enmity for friendship.'}"
"καταλλάσσω",6,"G26440","{'brief': 'I reconcile', 'long': 'I change, exchange, reconcile.'}"
"καταλλαγή",4,"G26430","{'brief': 'reconciliation', 'long': 'reconciliation, restoration to favor.'}"
"ἀποκαταλλάσσω",3,"G06040","{'brief': 'I reconcile', 'long': 'I reconcile, change from one state of feeling to another.'}"
"μετανοέω",34,"G33400","{'brief': 'I repent, change my mind', 'long': 'I repent, change my mind, change the inner man (particularly with reference to acceptance of the will of God), repent.'}"
"μετάνοια",22,"G33410","{'brief': 'repentance, a change of mind', 'long': 'repentance, a change of mind, change in the inner man.'}"
"μεταμέλομαι",6,"G33380","{'brief': 'I change my mind', 'long': '(lit: I change one care or interest for another), I change my mind (generally for the better), repent, regret.'}"
"ἀνάστασις",42,"G03860","{'brief': 'a rising again, resurrection', 'long': 'a rising again, resurrection.'}"
"ἔγερσις",1,"G14540","{'brief': 'a waking up, resurrection', 'long': 'a waking up, resurrection.'}"
"ἐξανάστασις",1,"G18150","{'brief': 'a resurrection', 'long': 'a rising up and out, resurrection.'}"
"ἀποκαλύπτω",25,"G06010","{'brief': 'I uncover, bring to light, reveal', 'long': 'I uncover, bring to light, reveal.'}"
"φανερός",16,"G53180","{'brief': 'apparent, clear, visible, manifest, clearly', 'long': 'apparent, clear, visible, manifest; adv: clearly.'}"
"φανερόω",50,"G53190","{'brief': 'I make clear, visible, or manifest', 'long': 'I make clear (visible, manifest), make known.'}"
"ἀποκάλυψις",19,"G06020","{'brief': 'an unveiling, uncovering, revealing', 'long': 'an unveiling, uncovering, revealing, revelation.'}"
"μηνύω",1,"G33770","{'brief': 'I reveal, inform', 'long': '(a) I reveal, make known (in a law court), I lay information, inform, (b) I make known, point out.'}"
"δηλόω",1,"G12130","{'brief': 'I show, make clear, reveal', 'long': 'I show, make clear, reveal.'}"
"δίκαιος",79,"G13420","{'brief': 'just, righteous, impartial', 'long': 'just; especially, just in the eyes of God; righteous; the elect (a Jewish idea).'}"
"δικαιοσύνη",92,"G13430","{'brief': 'justice, justness, righteousness', 'long': '(usually if not always in a Jewish atmosphere), justice, justness, righteousness, righteousness of which God is the source or author, but practically: a divine righteousness.'}"
"ἄδικος",12,"G00940","{'brief': 'unjust, unrighteous', 'long': 'unjust, unrighteous, wicked.'}"
"ἀδικία",25,"G00930","{'brief': 'unrighteousness', 'long': 'injustice, unrighteousness, hurt.'}"
"εὐθύτης",1,"G21180","{'brief': 'straightness, uprightness', 'long': 'straightness, uprightness.'}"
"ἀδικέω",4,"G00910","{'brief': 'I act unjustly towards', 'long': 'I act unjustly towards, injure, harm.'}"
"δεξιός",47,"G11880","{'brief': 'on the right hand, right hand, right', 'long': 'on the right hand, right hand, right.'}"
"σάββατον",62,"G45210","{'brief': 'the Sabbath, a week', 'long': 'the Sabbath, a week.'}"
"σαββατισμός",1,"G45200","{'brief': 'a Sabbath rest', 'long': 'a keeping of the Sabbath, a Sabbath rest.'}"
"Σαδδουκαῖος",14,"G45230","{'brief': 'a Sadducee', 'long': 'a Sadducee, a member of the aristocratic party among the Jews, from whom the high-priests were almost invariably chosen.'}"
"διάβολος",34,"G12280","{'brief': 'slanderous, the Slanderer, the Devil', 'long': '(adj. used often as a noun), slanderous; with the article: the Slanderer (par excellence), the Devil.'}"
"Σατανᾶς",36,"G45660","{'brief': 'Satan', 'long': 'Satan.'}"
"δαιμονιώδης",1,"G11410","{'brief': 'demon-like', 'long': 'demon-like, such as demons have.'}"
"σῴζω",103,"G49820","{'brief': 'I save, heal', 'long': 'I save, heal, preserve, rescue.'}"
"σωτηρία",45,"G49910","{'brief': 'deliverance, salvation', 'long': 'welfare, prosperity, deliverance, preservation, salvation, safety.'}"
"ῥύομαι",1,"G45060","{'brief': 'I rescue', 'long': 'I rescue, deliver (from danger or destruction).'}"
"σωτήριος",5,"G49920","{'brief': 'saving, bringing salvation, salvation', 'long': 'saving, bringing salvation; subst: salvation.'}"
"διασῴζω",5,"G12950","{'brief': 'I save, bring safely to', 'long': 'I save (rescue) through (some danger), bring safely to, escaped to.'}"
"γραμματεύς",63,"G11220","{'brief': 'a scribe, town-clerk, man of learning', 'long': '(a) in Jerusalem, a scribe, one learned in the Jewish Law, a religious teacher, (b) at Ephesus, the town-clerk, the secretary of the city, (c) a man of learning generally.'}"
"ἀφορίζω",7,"G08730","{'brief': 'I rail off, separate, place apart', 'long': 'I rail off, separate, place apart.'}"
"σημεῖον",76,"G45920","{'brief': 'a sign, miracle, indication', 'long': 'a sign, miracle, indication, mark, token.'}"
"σύσσημον",1,"G49530","{'brief': 'a signal agreed upon', 'long': 'a signal agreed upon.'}"
"ἔνδειξις",4,"G17320","{'brief': 'a showing, proof, demonstration, sign', 'long': 'a showing, proof, demonstration, sign, token.'}"
"ἔνδειγμα",1,"G17300","{'brief': 'a plain token, sign, proof', 'long': '(a thing proved, hence) a plain token (sign, proof).'}"
"ἁμαρτία",174,"G02660","{'brief': 'a sin', 'long': 'prop: missing the mark; hence: (a) guilt, sin, (b) a fault, failure (in an ethical sense), sinful deed.'}"
"ἁμαρτωλός",47,"G02680","{'brief': 'sinning, sinful, a sinner', 'long': 'sinning, sinful, depraved, detestable.'}"
"ἁμαρτάνω",43,"G02640","{'brief': 'I sin', 'long': 'originally: I miss the mark, hence (a) I make a mistake, (b) I sin, commit a sin (against God); sometimes the idea of sinning against a fellow-creature is present.'}"
"ἁμάρτημα",4,"G02650","{'brief': 'a fault, sin, evil deed', 'long': 'a fault, sin, evil deed.'}"
"προαμαρτάνω",2,"G42580","{'brief': 'I sin previously', 'long': 'I sin previously.'}"
"υἱός",377,"G52070","{'brief': 'a son, descendent', 'long': 'a son, descendent.'}"
"σύνψυχος",1,"G48610","{'brief': 'of one accord', 'long': 'of one accord.'}"
"φάντασμα",2,"G53260","{'brief': 'an apparition, ghost, spirit', 'long': 'an apparition, ghost, spirit, phantom.'}"
"πνευματικός",26,"G41520","{'brief': 'spiritual', 'long': 'spiritual.'}"
"πνευματικῶς",2,"G41530","{'brief': 'spiritually', 'long': 'spiritually, in a spiritual way; from a spiritual point of view.'}"
"λιθοβολέω",7,"G30360","{'brief': 'I stone, cast stones at', 'long': 'I stone, cast stones (at), kill by stoning.'}"
"καταλιθάζω",1,"G26420","{'brief': 'I stone down, stone to death', 'long': 'I stone down, stone to death, overwhelm with stones.'}"
"λιθάζω",8,"G30340","{'brief': 'I stone', 'long': 'I stone, pelt with stones.'}"
"συναγωγή",56,"G48640","{'brief': 'an assembly, congregation, synagogue', 'long': 'an assembly, congregation, synagogue, either the place or the people gathered together in the place.'}"
"σκηνή",18,"G46330","{'brief': 'a tent, tabernacle', 'long': 'a tent, booth, tabernacle, abode, dwelling, mansion, habitation.'}"
"ἱερόν",71,"G24110","{'brief': 'a temple', 'long': 'a temple, either the whole building, or specifically the outer courts, open to worshippers.'}"
"ναός",44,"G34850","{'brief': 'a temple, shrine', 'long': 'a temple, a shrine, that part of the temple where God himself resides.'}"
"εἰδωλεῖον",1,"G14930","{'brief': 'a temple for an image', 'long': 'a temple for (containing) an image (an idol).'}"
"πειράζω",35,"G39850","{'brief': 'I try, tempt, test', 'long': 'I try, tempt, test.'}"
"πειρασμός",17,"G39860","{'brief': 'trial, testing, temptation', 'long': '(a) trial, probation, testing, being tried, (b) temptation, (c) calamity, affliction.'}"
"σκάνδαλον",5,"G46250","{'brief': 'a snare, stumbling-block', 'long': 'a snare, stumbling-block, cause for error.'}"
"πρίζω",1,"G42490","{'brief': 'I saw, saw through', 'long': 'I saw, saw through.'}"
"ἐκπειράζω",4,"G15980","{'brief': 'I put to the test, make trial of, tempt', 'long': 'I put to the test, make trial of, tempt, try.'}"
"δοκιμάζω",19,"G13810","{'brief': 'I put to the test, prove, examine', 'long': 'I put to the test, prove, examine; I distinguish by testing, approve after testing; I am fit.'}"
"δοκιμασία",1,"G13813","{'brief': 'I put to the test, prove, examine', 'long': 'I put to the test, prove, examine; I distinguish by testing, approve after testing; I am fit.'}"
"δοκίμιον",2,"G13830","{'brief': 'a test, trial, what is genuine', 'long': 'a test, trial, what is genuine.'}"
"μαρτύριον",19,"G31420","{'brief': 'witness, evidence, testimony', 'long': 'witness, evidence, testimony, proof.'}"
"μάρτυρος",23,"G31440","{'brief': 'a witness', 'long': 'a witness; an eye- or ear-witness.'}"
"μαρτυρία",37,"G31410","{'brief': 'witness, evidence, testimony', 'long': 'witness, evidence, testimony, reputation.'}"
"καταμαρτυρέω",3,"G26490","{'brief': 'I give evidence against', 'long': 'I give evidence (bear witness) against.'}"
"αὐτόπτης",1,"G08450","{'brief': 'an eye-witness', 'long': 'an eye-witness.'}"
"διαμαρτύρομαι",11,"G12630","{'brief': 'I give solemn evidence, testify solemnly', 'long': 'I give solemn evidence, testify (declare) solemnly.'}"
"μάρτυς",11,"G31440","{'brief': 'a witness', 'long': 'a witness; an eye- or ear-witness.'}"
"μαρτύρομαι",5,"G31430","{'brief': 'I call to witness, testify, solemnly charge', 'long': '(properly: I call (summon) to witness, and then absolutely) I testify, protest, asseverate; I conjure, solemnly charge.'}"
"συνμαρτυρέω",3,"G48280","{'brief': 'I bear witness together with', 'long': 'I bear witness together with.'}"
"συνεπιμαρτυρέω",1,"G49010","{'brief': 'I unite in bearing witness', 'long': 'I unite in bearing witness, sanction.'}"
"προμαρτύρομαι",1,"G43030","{'brief': 'I predict', 'long': 'I predict, testify or protest beforehand.'}"
"ἐποπτεύω",2,"G20290","{'brief': 'I am an eyewitness of, behold', 'long': 'I am an eyewitness of, behold, look upon.'}"
"ἐπιμαρτυρέω",1,"G19570","{'brief': 'I testify earnestly', 'long': 'I testify earnestly, bear witness to.'}"
"τετράρχης",4,"G50760","{'brief': 'a tetrarch', 'long': 'a tetrarch, ruler over a fourth part of a region.'}"
"τετραρχέω",3,"G50750","{'brief': 'I rule over as a tetrarch', 'long': 'I rule over as a tetrarch.'}"
"δώδεκα",75,"G14270","{'brief': 'twelve', 'long': 'twelve; the usual way in which the Twelve apostles of Jesus are referred to.'}"
"ἕνδεκα",6,"G17330","{'brief': 'eleven', 'long': 'eleven.'}"
"παράπτωμα",20,"G39000","{'brief': 'a falling away, sin', 'long': 'a falling away, lapse, slip, false step, trespass, sin.'}"
"ἀληθῶς",18,"G02300","{'brief': 'truly, really, certainly', 'long': 'truly, really, certainly, surely.'}"
"ἀληθής",26,"G02270","{'brief': 'unconcealed, true', 'long': 'unconcealed, true, true in fact, worthy of credit, truthful.'}"
"ἀλήθεια",109,"G02250","{'brief': 'truth', 'long': 'truth, but not merely truth as spoken; truth of idea, reality, sincerity, truth in the moral sphere, divine truth revealed to man, straightforwardness.'}"
"ἀληθινός",28,"G02280","{'brief': 'true, real, genuine', 'long': 'true (lit: made of truth), real, genuine.'}"
"μέν",170,"G33030","{'brief': 'truly, indeed', 'long': 'an untranslatable particle, generally answered by ""de"", each of the two introducing a clause intended to be contrasted with the other.'}"
"ἀληθεύω",2,"G02260","{'brief': 'I say, speak truth, I do truth', 'long': 'I say (speak) truth, do truth, maintain truth (the truth).'}"
"γνήσιος",3,"G11030","{'brief': 'real, true, genuine', 'long': '(lit: born in wedlock), hence: real, true, genuine; with definite article: the true, genuine element.'}"
"πείθω",14,"G39820","{'brief': 'I persuade, urge', 'long': 'I persuade, urge.'}"
"ἄζυμος",7,"G01060","{'brief': 'unleavened, the paschal feast, uncorrupted', 'long': 'unleavened, the paschal feast (a feast of the Hebrews); fig: uncorrupted, sincere.'}"
"φρόνιμος",13,"G54290","{'brief': 'intelligent, prudent', 'long': 'intelligent, prudent, sensible, wise.'}"
"σοφία",51,"G46780","{'brief': 'wisdom', 'long': 'wisdom, insight, skill (human or divine), intelligence.'}"
"σοφός",19,"G46800","{'brief': 'wise', 'long': 'wise, learned, cultivated, skilled, clever.'}"
"φρόνησις",2,"G54280","{'brief': 'understanding', 'long': 'understanding (which leads to right action), practical wisdom, prudence.'}"
"σοφώτερος",1,"G46805","{'brief': 'wise', 'long': 'wise, learned, cultivated, skilled, clever.'}"
"σοφίζω",1,"G46790","{'brief': 'I make wise', 'long': 'I make wise, instruct; pass: I am skillfully devised.'}"
"οὐαί",46,"G37590","{'brief': 'woe!, alas!', 'long': 'woe!, alas!, uttered in grief or denunciation.'}"
"γραφή",50,"G11240","{'brief': 'a writing, passage of scripture, the scriptures', 'long': '(a) a writing, (b) a passage of scripture; plur: the scriptures.'}"
"λόγος",303,"G30560","{'brief': 'a word, speech, divine utterance, analogy', 'long': 'a word, speech, divine utterance, analogy.'}"
"γράμμα",6,"G11210","{'brief': 'a letter, writings, learning', 'long': 'a letter of the alphabet; collectively: written (revelation); (a) a written document, a letter, an epistle, (b) writings, literature, learning.'}"
"ἔργον",168,"G20410","{'brief': 'work, labor, action, deed', 'long': 'work, task, employment; a deed, action; that which is wrought or made, a work.'}"
"πρᾶξις",2,"G42340","{'brief': 'an action, deeds, function', 'long': '(a) a doing, action, mode of action; plur: deeds, acts, (b) function, business.'}"
"κόσμος",186,"G28890","{'brief': 'the world, universe', 'long': 'the world, universe; worldly affairs; the inhabitants of the world; adornment.'}"
"οἰκουμένη",15,"G36250","{'brief': 'the inhabited (Roman) world', 'long': '(properly: the land that is being inhabited, the land in a state of habitation), the inhabited world, that is, the Roman world, for all outside it was regarded as of no account.'}"
"γῆ",134,"G10930","{'brief': 'the earth, soil, land', 'long': 'the earth, soil, land, region, country, inhabitants of a region.'}"
"βέβηλος",3,"G09520","{'brief': 'profane, secular, unspiritual, godless, worldly', 'long': 'permitted to be trodden, accessible.'}"
"κοσμικός",1,"G28860","{'brief': 'earthly, worldly', 'long': 'earthly, worldly (belonging to the present earthly world as opposed to the heavenly and future).'}"
"προσκυνέω",58,"G43520","{'brief': 'I worship', 'long': 'I go down on my knees to, do obeisance to, worship.'}"
"σέβω",10,"G45760","{'brief': 'I reverence, worship', 'long': 'I reverence, worship, adore.'}"
"προσκυνητής",1,"G43530","{'brief': 'a worshipper', 'long': 'a worshipper.'}"
"σέβασμα",2,"G45740","{'brief': 'an object of worship', 'long': 'an object of worship or veneration.'}"
"λατρεύω",2,"G30000","{'brief': 'I serve, worship', 'long': 'I serve, especially God, perhaps simply: I worship.'}"
"θρησκεία",1,"G23560","{'brief': 'ritual worship, religion', 'long': '(underlying sense: reverence or worship of the gods), worship as expressed in ritual acts, religion.'}"
"λατρεία",2,"G29990","{'brief': 'service, worship', 'long': 'service rendered to God, perhaps simply: worship.'}"
"ἄξιος",41,"G05140","{'brief': 'worthy, worthy of, deserving', 'long': 'worthy, worthy of, deserving, comparable, suitable.'}"
"ἱκανός",10,"G24250","{'brief': 'sufficient, worthy, many, much', 'long': '(a) considerable, sufficient, of number, quantity, time, (b) of persons: sufficiently strong (good, etc.), worthy, suitable, with various constructions, (c) many, much.'}"
"ἀξιόω",6,"G05150","{'brief': 'I account or treat as worthy', 'long': 'I account or treat as worthy.'}"
"καταξιόω",3,"G26610","{'brief': 'I deem worthy', 'long': 'I deem (count) worthy.'}"
"ἀξίως",6,"G05160","{'brief': 'worthily, in a manner worthy of', 'long': 'worthily, in a manner worthy of.'}"
"ὀργή",36,"G37090","{'brief': 'anger, wrath, passion', 'long': 'anger, wrath, passion; punishment, vengeance.'}"
"θυμός",13,"G23720","{'brief': 'an outburst of passion, wrath', 'long': 'an outburst of passion, wrath.'}"
"Σιών",7,"G46220","{'brief': 'Zion', 'long': 'Zion, the hill; used for Jerusalem or heaven.'}"
"ἔνοχος",8,"G17770","{'brief': 'involved in, liable', 'long': 'involved in, held in, hence: liable, generally with dat. (or gen.) of the punishment.'}"
"αἴτιος",4,"G01590","{'brief': 'the cause of, the originator of', 'long': 'the cause, author; the culprit, the accused; the crime.'}"
"αἰτία",16,"G01560","{'brief': 'a cause, reason, charge', 'long': 'a cause, reason, excuse; a charge, accusation; guilt; circumstances, case.'}"
"ὕψιστος",9,"G53100","{'brief': 'highest, most high, the heights', 'long': 'highest, most high, the heights.'}"
"ἄμεμπτος",5,"G02730","{'brief': 'blameless', 'long': 'blameless, free from fault or defect.'}"
"ἀπρόσκοπος",3,"G06770","{'brief': 'not offending, not causing offence, blameless', 'long': '(free from hurt or harm, hence) not offending, not causing offence, blameless.'}"
"ἀνέγκλητος",5,"G04100","{'brief': 'irreproachable, blameless', 'long': 'irreproachable, blameless.'}"
"ἄμωμος",8,"G02990","{'brief': 'blameless', 'long': 'blameless, without blemish, unblemished, faultless.'}"
"ἀμέμπτως",2,"G02740","{'brief': 'blamelessly', 'long': 'blamelessly.'}"
"ἀνεπίλημπτος",1,"G04230","{'brief': 'irreproachable', 'long': 'irreproachable, never caught doing wrong.'}"
"περιτέμνω",16,"G40590","{'brief': 'I circumcise', 'long': 'I cut around, circumcise.'}"
"περιτομή",36,"G40610","{'brief': 'circumcision', 'long': 'circumcision.'}"
"ἀκροβυστία",20,"G02030","{'brief': 'foreskin', 'long': '(a technical word of Jewish use) foreskin, prepuce: used sometimes as a slang term by Jews, of Gentiles.'}"
"ἐπισπάομαι",1,"G19860","{'brief': 'I become uncircumcised', 'long': '(lit: I draw over), mid: I become as uncircumcised.'}"
"κατατομή",1,"G26990","{'brief': 'a mutilation, spoiling', 'long': 'a mutilation, spoiling.'}"
"παράκλησις",29,"G38740","{'brief': 'exhortation, entreaty, encouragement, comfort', 'long': 'a calling for, summons, hence: (a) exhortation, (b) entreaty, (c) encouragement, joy, gladness, (d) consolation, comfort.'}"
"παραινέω",2,"G38670","{'brief': 'I admonish, advise, exhort', 'long': 'I admonish, advise, exhort.'}"
"ἐνορκίζω",1,"G17745","{'brief': 'I dwell in, am settled in', 'long': 'I dwell in, am settled (stationary) in; met: I am indwelling.'}"
"ἀπιστέω",6,"G05690","{'brief': 'I am unfaithful, I disbelieve', 'long': 'I am unfaithful, disbelieve, refuse belief, prove false.'}"
"χαριτόω",1,"G54870","{'brief': 'I favor, bestow freely on', 'long': 'I favor, bestow freely on.'}"
"χάρις",165,"G54850","{'brief': 'grace, favor, kindness', 'long': '(a) grace, as a gift or blessing brought to man by Jesus Christ, (b) favor, (c) gratitude, thanks, (d) a favor, kindness.'}"
"δεκτός",1,"G11840","{'brief': 'acceptable, accepted', 'long': 'acceptable, accepted.'}"
"εὐπρόσδεκτος",4,"G21440","{'brief': 'well-received, acceptable', 'long': 'well-received, acceptable, welcome, pleasing.'}"
"προσωπολημπτέω",1,"G43800","{'brief': 'I show partiality', 'long': 'I favor specially, show partiality.'}"
"πλήρης",10,"G41340","{'brief': 'full', 'long': 'full, abounding in, complete, completely occupied with.'}"
"οἶκος",12,"G36240","{'brief': 'a house, household', 'long': '(a) a house, the material building, (b) a household, family, lineage, nation.'}"
"ἀρήν",1,"G07040","{'brief': 'a lamb', 'long': 'a lamb, sheep.'}"
"ἀμνός",4,"G02860","{'brief': 'a lamb', 'long': 'a lamb (as a type of innocence, and with sacrificial connotation).'}"
"ἀρνίον",30,"G07210","{'brief': 'a lamb', 'long': '(originally: a little lamb, but diminutive force was lost), a lamb.'}"
"μεγαλειότης",3,"G31680","{'brief': 'majesty', 'long': '(divine) majesty or magnificence, glory.'}"
"μεγαλωσύνη",3,"G31720","{'brief': 'majesty', 'long': '(divine) majesty, greatness.'}"
"μεγαλοπρεπής",1,"G31690","{'brief': 'magnificent, superb, transcendent', 'long': 'magnificent, superb, transcendent, majestic.'}"
"ἁγνισμός",1,"G00490","{'brief': 'purification', 'long': '(ceremonial) purification.'}"
"εἰλικρινής",2,"G15060","{'brief': 'pure, uncontaminated, sincere', 'long': '(originally: unmixed), pure, uncontaminated, sincere.'}"
"ἁγνία",2,"G00470","{'brief': 'purity, chastity', 'long': 'purity, chastity.'}"
"καθαρότης",1,"G25140","{'brief': 'cleanness, purity', 'long': 'cleanness, purity.'}"
"ἄδολος",1,"G00970","{'brief': 'pure', 'long': 'unadulterated, pure, guileless.'}"
"παρθένος",4,"G39330","{'brief': 'a virgin', 'long': 'a maiden, virgin; extended to men who have not known women.'}"
"λύτρωσις",3,"G30850","{'brief': 'liberation, deliverance, release', 'long': '(in the Old Testament: ransoming from imprisonment for debt, or from slavery, release from national misfortune, etc.), liberation, deliverance, release.'}"
"ἀπολύτρωσις",10,"G06290","{'brief': 'redemption, deliverance', 'long': 'release effected by payment of ransom; redemption, deliverance.'}"
"λυτρόω",3,"G30840","{'brief': 'I ransom, liberate, deliver', 'long': 'I release on receipt of ransom; mid: I redeem, release by paying ransom, liberate.'}"
"λυτρωτής",1,"G30860","{'brief': 'a redeemer, liberator', 'long': 'a redeemer, liberator, deliverer.'}"
"ἐξαγοράζω",4,"G18050","{'brief': 'I ransom, redeem', 'long': 'I buy out, buy away from, ransom; mid: I purchase out, buy, redeem, choose.'}"
"ἀγοράζω",1,"G00590","{'brief': 'I buy', 'long': 'I buy.'}"
"σωτήρ",24,"G49900","{'brief': 'a savior, deliverer, preserver', 'long': 'a savior, deliverer, preserver.'}"
"ζηλωτής",8,"G22070","{'brief': 'a zealot', 'long': 'one who is eagerly devoted to a person or a thing, a zealot.'}"
"ζῆλος",16,"G22050","{'brief': 'eagerness, zeal, rivalry', 'long': '(a) eagerness, zeal, enthusiasm, (b) jealousy, rivalry.'}"
"σπουδή",3,"G47100","{'brief': 'haste, diligence', 'long': '(a) speed, haste, (b) diligence, earnestness, enthusiasm.'}"
"ζηλόω",10,"G22060","{'brief': 'I am jealous, eager for', 'long': '(a) intrans: I am jealous, (b) trans: I am jealous of, with acc. of a person; I am eager for, am eager to possess, with acc. of a thing.'}"
"ζηλεύω",1,"G22060","{'brief': 'I am jealous, eager for', 'long': '(a) intrans: I am jealous, (b) trans: I am jealous of, with acc. of a person; I am eager for, am eager to possess, with acc. of a thing.'}"
"ἀδίκημα",1,"G00920","{'brief': 'a crime, misdeed', 'long': 'a legal wrong, crime (with which one is charged), misdeed, crime against God, a sin.'}"
"θρηνέω",1,"G23540","{'brief': 'I wail, lament', 'long': 'intrans: I lament, wail; trans: I bewail.'}"
"κοπετός",1,"G28700","{'brief': 'lamentation', 'long': 'beating of the breast or head in lamentation, lamentation.'}"
"μάννα",4,"G31310","{'brief': 'manna', 'long': '(Hebrew), manna, the supernatural food eaten by the Israelites in the desert: of spiritual food.'}"
"Χριστιανός",3,"G55460","{'brief': 'a Christian', 'long': 'a Christian.'}"
"συνείδησις",30,"G48930","{'brief': 'the conscience', 'long': 'the conscience, a persisting notion.'}"
"συνήθεια",1,"G49140","{'brief': 'a custom, habit', 'long': 'a custom, habit, practice.'}"
"θεῖον",3,"G23030","{'brief': 'brimstone, sulfur', 'long': 'brimstone, sulfur.'}"
"θειότης",1,"G23050","{'brief': 'divinity', 'long': 'divinity, divine nature.'}"
"χρηματισμός",1,"G55380","{'brief': 'an oracle', 'long': 'an oracle, divine response.'}"
"θεῖος",2,"G23040","{'brief': 'divine', 'long': 'divine; subst: the Deity.'}"
"εὐαγγελιστής",3,"G20990","{'brief': 'an evangelist, bearer of good tidings', 'long': 'an evangelist, a missionary, bearer of good tidings.'}"
"εἴδωλον",11,"G14970","{'brief': 'an idol, false god', 'long': 'an idol, false god.'}"
"θεά",1,"G22990","{'brief': 'a goddess', 'long': 'a goddess.'}"
"εἰδωλολάτρης",7,"G14960","{'brief': 'a worshipper of an image', 'long': 'a server (worshipper) of an image (an idol).'}"
"εἰδωλολατρία",4,"G14950","{'brief': 'worship or service of an image', 'long': 'service (worship) of an image (an idol).'}"
"κοινωνία",19,"G28420","{'brief': 'participation, communion, fellowship', 'long': '(lit: partnership) (a) contributory help, participation, (b) sharing in, communion, (c) spiritual fellowship, a fellowship in the spirit.'}"
"συνκοινωνέω",2,"G47900","{'brief': 'I have fellowship with', 'long': 'I am a partaker with, have fellowship with, am an accomplice in.'}"
"εὐσέβεια",15,"G21500","{'brief': 'piety, godliness', 'long': 'piety (towards God), godliness, devotion, godliness.'}"
"ἀσέβεια",6,"G07630","{'brief': 'impiety, irreverence, wickedness', 'long': 'impiety, irreverence, ungodliness, wickedness.'}"
"ἀσεβής",9,"G07650","{'brief': 'impious, ungodly, wicked', 'long': 'impious, ungodly, wicked.'}"
"θεοσέβεια",1,"G23170","{'brief': 'reverence for God', 'long': 'reverence for God, fear of God, godliness, piety.'}"
"εὐσεβῶς",2,"G21530","{'brief': 'piously, religiously', 'long': 'piously, religiously.'}"
"εὐσεβής",1,"G21520","{'brief': 'pious, God-fearing', 'long': 'pious, God-fearing, devout.'}"
"Ἑβραῖος",4,"G14450","{'brief': 'a Hebrew', 'long': 'a Hebrew, particularly one who speaks Hebrew (Aramaic).'}"
"Ἑβραΐς",3,"G14460","{'brief': 'the Hebrew language, Aramaic', 'long': 'the Hebrew language, or rather: Aramaic.'}"
"Ἑβραϊστί",5,"G14470","{'brief': 'in the Hebrew or Aramaic dialect', 'long': 'in the Hebrew, or rather, in the Aramaic dialect.'}"
"παραζηλόω",1,"G38630","{'brief': 'I make jealous', 'long': 'I make jealous, provoke to jealously, provoke to anger.'}"
"πεντηκοστή",3,"G40050","{'brief': 'Pentecost', 'long': 'Pentecost, a feast of the Jews, the fiftieth day after Passover.'}"
"προορίζω",6,"G43090","{'brief': 'I foreordain, predetermine', 'long': 'I foreordain, predetermine, mark out beforehand.'}"
"τέλος",33,"G50560","{'brief': 'an end, purpose, tax', 'long': '(a) an end, (b) event or issue, (c) the principal end, aim, purpose, (d) a tax.'}"
"κατάλοιπος",1,"G26450","{'brief': 'left behind, the remainder', 'long': 'left behind; the rest, the remainder.'}"
"ὑπόλειμμα",1,"G52747","{'brief': 'I take up, receive, answer, suppose, welcome', 'long': '(a) I take up, (b) I welcome, entertain, (c) I answer, (d) I suppose, imagine.'}"
"λῖμμα",1,"G30050","{'brief': 'a remnant, remainder', 'long': 'a remnant, remainder.'}"
