"lemma","count","strong","lexicon"
"πηγή",9,"G40770","{'brief': 'a fountain, spring, well', 'long': 'a fountain, spring, well, issue, flow.'}"
"λίβανος",2,"G30300","{'brief': 'incense', 'long': '(Semitic word), frankincense, incense.'}"
"δωρεάν",6,"G14320","{'brief': 'as a free gift, without payment, freely', 'long': 'as a free gift, without payment, freely.'}"
"λύω",2,"G30890","{'brief': 'I loose, untie, release, destroy', 'long': '(a) I loose, untie, release, (b) met: I break, destroy, set at naught, contravene; I break up a meeting, annul.'}"
"ἀπαλλάσσω",1,"G05250","{'brief': 'I free from', 'long': 'I free (a person) from (anything), oftener in the middle voice: I am released from, am rid of (a person or thing), depart.'}"
"ἀπελεύθερος",1,"G05580","{'brief': 'a freedman', 'long': 'a freedman, one who has been a slave but has been manumitted by his master.'}"
"ἐλεύθερος",23,"G16580","{'brief': 'free, delivered from obligation', 'long': 'free, delivered from obligation.'}"
"ἐλευθερία",11,"G16570","{'brief': 'freedom, liberty', 'long': 'freedom, liberty, especially: a state of freedom from slavery.'}"
"ἐλευθερόω",7,"G16590","{'brief': 'I free, set free, liberate', 'long': 'I free, set free, liberate.'}"
"γένημα",4,"G10810","{'brief': 'offspring, child, fruit', 'long': 'offspring, child, fruit.'}"
"καρποφορέω",7,"G25920","{'brief': 'I bear fruit', 'long': 'I bear fruit.'}"
"καρποφόρος",1,"G25930","{'brief': 'fruitful', 'long': 'fruitful.'}"
"καρπός",66,"G25900","{'brief': 'fruit, result, gain', 'long': '(a) fruit, generally vegetable, sometimes animal, (b) met: fruit, deed, action, result, (c) profit, gain.'}"
"ἄκαρπος",7,"G01750","{'brief': 'unfruitful, barren', 'long': 'unfruitful, barren, profitless.'}"
"ὀπώρα",1,"G37030","{'brief': 'autumn, autumnal fruits', 'long': 'autumn, autumnal fruits.'}"
"κάμινος",4,"G25750","{'brief': 'a furnace', 'long': 'a furnace, oven, kiln.'}"
"πύλη",9,"G44390","{'brief': 'a door, gate', 'long': 'a gate.'}"
"θυρωρός",4,"G23770","{'brief': 'a door-keeper, porter', 'long': 'a door-keeper, porter.'}"
"θύρα",5,"G23740","{'brief': 'a door, opportunity', 'long': '(a) a door, (b) met: an opportunity.'}"
"πυλών",18,"G44400","{'brief': 'a large gate, a gateway, porch', 'long': 'a large gate; a gateway, porch, vestibule.'}"
"διαζώννυμι",3,"G12410","{'brief': 'I gird, tie around', 'long': 'I gird, tie around; mid: I gird round myself.'}"
"ζώννυμι",3,"G22240","{'brief': 'I gird', 'long': 'I gird, put on the girdle, especially as preparatory to active work.'}"
"περιζωννύω",2,"G40240","{'brief': 'I gird round', 'long': 'I gird round; mid: I gird myself, generally for active work or travel.'}"
"τράγος",3,"G51310","{'brief': 'a he-goat', 'long': 'a he-goat.'}"
"ἐρίφιον",1,"G20550","{'brief': 'a goat, kid', 'long': 'a goat, kid.'}"
"ἔριφος",2,"G20560","{'brief': 'a goat', 'long': 'a goat.'}"
"χρυσίον",10,"G55530","{'brief': 'a golden ornament', 'long': 'a piece of gold, golden ornament.'}"
"χρυσοδακτύλιος",1,"G55540","{'brief': 'adorned with a gold ring', 'long': 'adorned with a gold ring.'}"
"χρυσοῦς",19,"G55520","{'brief': 'golden', 'long': 'golden, made of gold, adorned with gold.'}"
"χρυσός",11,"G55570","{'brief': 'anything made of gold', 'long': 'gold, anything made of gold, a gold coin.'}"
"καταλαλιά",2,"G26360","{'brief': 'evil-speaking, backbiting, detraction', 'long': 'evil-speaking, backbiting, detraction, slander.'}"
"φλύαρος",1,"G53970","{'brief': 'prating, talking foolishly', 'long': 'prating, talking foolishly, babbling.'}"
"ψιθυριστής",1,"G55880","{'brief': 'a whisperer, secret slanderer', 'long': 'a whisperer, secret slanderer.'}"
"ἐθνάρχης",1,"G14810","{'brief': 'an ethnarch, tribal lord', 'long': 'an ethnarch, tribal lord, a subordinate ruler.'}"
"ἡγεμονεύω",2,"G22300","{'brief': 'I govern', 'long': 'I govern.'}"
"ἡγεμών",20,"G22320","{'brief': 'a governor', 'long': 'a leader, guide; a commander; a governor (of a province); plur: leaders.'}"
"ἡγέομαι",1,"G22330","{'brief': 'I lead, think', 'long': '(a) I lead, (b) I think, am of opinion, suppose, consider.'}"
"κόκκος",7,"G28480","{'brief': 'a kernel, grain', 'long': 'a kernel, grain, seed.'}"
"σιτίον",1,"G46185","{'brief': 'fattened', 'long': 'fattened, fatted.'}"
"στάχυς",3,"G47190","{'brief': 'a head of grain', 'long': 'a head of grain.'}"
"σῖτος",7,"G46210","{'brief': 'wheat, grain', 'long': 'wheat, grain.'}"
"σταφυλή",3,"G47180","{'brief': 'a grape, cluster of grapes', 'long': 'a grape, cluster of grapes.'}"
"στενάζω",5,"G47270","{'brief': 'I groan', 'long': 'I groan, expressing grief, anger, or desire.'}"
"στεναγμός",2,"G47260","{'brief': 'a groaning', 'long': 'a groaning, sighing.'}"
"συνστενάζω",1,"G49590","{'brief': 'I groan together', 'long': 'I groan together.'}"
"ἀναστενάζω",1,"G03890","{'brief': 'I groan or sigh deeply', 'long': 'I groan or sigh deeply.'}"
"χάλαζα",3,"G54640","{'brief': 'hail', 'long': 'hail.'}"
"εὐώνυμος",6,"G21760","{'brief': 'on the left-hand side, left', 'long': '(lit: well-named, to avoid the evil omen attaching to the left), on the left-hand side, left.'}"
"χείρ",173,"G54950","{'brief': 'a hand', 'long': 'a hand.'}"
"χειραγωγός",1,"G54970","{'brief': 'one who leads a helpless person by the hand', 'long': 'one who leads a helpless person by the hand.'}"
"χειραγωγέω",1,"G54960","{'brief': 'I lead by the hand', 'long': 'I lead by the hand.'}"
"ἐγγίζω",1,"G14480","{'brief': 'I come near, approach', 'long': 'trans: I bring near; intrans: I come near, approach.'}"
"ἀπάγχω",1,"G05190","{'brief': 'I choke, strangle', 'long': 'I choke, strangle; mid: I strangle or hang myself.'}"
"δυσβάστακτος",1,"G14190","{'brief': 'difficult to carry', 'long': 'difficult to carry, oppressive.'}"
"δυσκόλως",1,"G14230","{'brief': 'with difficulty, hardly', 'long': 'with difficulty, hardly.'}"
"δύσκολος",1,"G14220","{'brief': 'difficult', 'long': 'difficult, hard; of persons: hard to please.'}"
"πωρόω",5,"G44560","{'brief': 'I harden, render callous', 'long': 'I harden, render callous, petrify.'}"
"περισσός",1,"G40530","{'brief': 'abundant, greater, vehemently, advantage', 'long': 'more, greater, excessive, abundant, exceedingly, vehemently; noun: preeminence, advantage.'}"
"πώρωσις",3,"G44570","{'brief': 'hardness of heart', 'long': 'hardness of heart, obtuseness.'}"
"σκληροκαρδία",2,"G46410","{'brief': 'hardness of heart', 'long': 'hardness of heart, perverseness, obstinacy.'}"
"σκληρύνω",6,"G46450","{'brief': 'I harden', 'long': 'I harden, make hard, make stubborn.'}"
"σκληρός",2,"G46420","{'brief': 'hard, violent, harsh, stern', 'long': 'hard, violent, harsh, stern.'}"
"σκληρότης",1,"G46430","{'brief': 'hardness of heart', 'long': 'hardness, hardness of heart, obstinacy, perverseness.'}"
"συνέχω",4,"G49120","{'brief': 'I press together, confine, compel, am afflicted with', 'long': '(a) I press together, close, (b) I press on every side, confine, (c) I hold fast, (d) I urge, impel, (e) pass: I am afflicted with (sickness).'}"
"ἀνάγκη",1,"G03180","{'brief': 'necessity, constraint, compulsion', 'long': 'necessity, constraint, compulsion; there is need to; force, violence.'}"
"κιθάρα",4,"G27880","{'brief': 'a harp', 'long': 'a harp, lyre.'}"
"κιθαρῳδός",1,"G27900","{'brief': 'a harpist', 'long': 'a harpist, one who sings with harp as accompaniment.'}"
"θερίζω",21,"G23250","{'brief': 'I reap, gather', 'long': 'I reap, gather, harvest.'}"
"θερισμός",13,"G23260","{'brief': 'reaping, harvest', 'long': 'reaping, harvest; met: the harvest, crop.'}"
"θεριστής",2,"G23270","{'brief': 'a reaper, harvester', 'long': 'a reaper, harvester.'}"
"ἀμάω",1,"G02700","{'brief': 'I mow, reap', 'long': 'I mow, reap, collect.'}"
"κεφαλή",74,"G27760","{'brief': 'the head', 'long': '(a) the head, (b) met: a corner stone, uniting two walls; head, ruler, lord.'}"
"κεφαλιόω",1,"G27750","{'brief': 'I wound in the head', 'long': 'I wound in the head.'}"
"διασῴζω",1,"G12950","{'brief': 'I save, bring safely to', 'long': 'I save (rescue) through (some danger), bring safely to, escaped to.'}"
"θεραπεύω",42,"G23230","{'brief': 'I care for, attend, serve, heal', 'long': 'I care for, attend, serve, treat, especially of a physician; hence: I heal.'}"
"θεραπεία",2,"G23220","{'brief': 'care, attention, healing', 'long': 'care, attention, especially medical attention (treatment); hence almost: healing; meton: those who render service.'}"
"σῴζω",14,"G49820","{'brief': 'I save, heal', 'long': 'I save, heal, preserve, rescue.'}"
"ἰάομαι",26,"G23900","{'brief': 'I heal', 'long': 'I heal, generally of the physical, sometimes of spiritual, disease.'}"
"ἴασις",3,"G23920","{'brief': 'a cure, healing', 'long': 'a cure, healing.'}"
"ἴαμα",3,"G23860","{'brief': 'healing, curing', 'long': 'healing, curing, remedy.'}"
"ὑγιαίνω",1,"G51980","{'brief': 'I am well', 'long': 'I am well, am in good health; I am right, reasonable, sound, pure, uncorrupted.'}"
"κληρονόμος",15,"G28180","{'brief': 'an heir, inheritor', 'long': 'an heir, an inheritor.'}"
"συνκληρονόμος",3,"G47890","{'brief': 'a joint heir, participant', 'long': 'a joint heir, participant.'}"
"μέλι",4,"G31920","{'brief': 'honey', 'long': 'honey.'}"
"κέρας",11,"G27680","{'brief': 'a horn', 'long': '(a) a horn, (b) a horn-like projection at the corner of an altar, (c) a horn as a symbol of power.'}"
"ἵππος",17,"G24620","{'brief': 'a horse', 'long': 'a horse.'}"
"ἱππεύς",2,"G24600","{'brief': 'a mounted soldier', 'long': 'a horse-soldier, a mounted soldier, a cavalryman.'}"
"οἰκία",87,"G36140","{'brief': 'a house, household', 'long': 'a house, household, dwelling; meton: goods, property, means.'}"
"οἶκος",98,"G36240","{'brief': 'a house, household', 'long': '(a) a house, the material building, (b) a household, family, lineage, nation.'}"
"οἰκεῖος",3,"G36090","{'brief': ""of one's family, domestic"", 'long': ""of one's family, domestic, intimate.""}"
"οἰκετεία",1,"G36095","{'brief': ""of one's family, domestic"", 'long': ""of one's family, domestic, intimate.""}"
"οἰκιακός",2,"G36150","{'brief': 'one of a family', 'long': 'one of a family, whether child or servant.'}"
"εἰκών",22,"G15040","{'brief': 'an image, likeness, bust', 'long': 'an image, likeness, bust.'}"
"μιμέομαι",4,"G34010","{'brief': 'I imitate', 'long': 'I imitate, follow.'}"
"μιμητής",6,"G34020","{'brief': 'an imitator', 'long': 'an imitator, follower.'}"
"συνμιμητής",1,"G48310","{'brief': 'a joint imitator', 'long': 'a joint imitator.'}"
"θυμίαμα",6,"G23680","{'brief': 'incense', 'long': 'incense.'}"
"θυμιατήριον",1,"G23690","{'brief': 'altar of incense', 'long': '(ordinarily: censer, but) either the altar of incense, or the shovel, on which the high-priest poured the coals, when he entered the Holy of Holies on the Day of Atonement.'}"
"θυμιάω",1,"G23700","{'brief': 'I burn incense', 'long': 'I burn incense.'}"
"ἐραυνάω",1,"G20450","{'brief': 'I search diligently', 'long': 'I search diligently, examine.'}"
"διαστέλλω",4,"G12910","{'brief': 'I give a commission, order', 'long': 'I give a commission (instructions), order; I admonish, prohibit.'}"
"κατηχέω",5,"G27270","{'brief': 'I instruct orally', 'long': 'I instruct orally, teach, inform.'}"
"παιδαγωγός",3,"G38070","{'brief': ""a boy's guardian or tutor"", 'long': ""a boy's guardian or tutor, a slave who had charge of the life and morals of the boys of a family, not strictly a teacher.""}"
"παιδεία",1,"G38090","{'brief': 'discipline', 'long': 'discipline; training and education of children, hence: instruction; chastisement, correction.'}"
"παιδευτής",1,"G38100","{'brief': 'an instructor', 'long': 'an instructor, trainer; almost: a chastiser.'}"
"παραγγέλλω",1,"G38530","{'brief': 'I notify, command, charge', 'long': 'I notify, command, charge, entreat solemnly.'}"
"παραγγελία",2,"G38520","{'brief': 'a command, charge', 'long': 'a command, charge, injunction; a precept, rule of living.'}"
"παιδεύω",4,"G38110","{'brief': 'I discipline, educate, train, chastise', 'long': '(a) I discipline, educate, train, (b) more severely: I chastise.'}"
"συμβιβάζω",1,"G48220","{'brief': 'I unite, prove, instruct', 'long': '(a) I unite or knit together, (b) I put together in reasoning, and so: I conclude, prove, (c) I teach, instruct.'}"
"διδάσκω",96,"G13210","{'brief': 'I teach', 'long': 'I teach, direct, admonish.'}"
"ἐντέλλω",1,"G17810","{'brief': 'I give orders, command', 'long': 'I give orders (injunctions, instructions, commands).'}"
"ἐντολή",1,"G17850","{'brief': 'an ordinance, injunction, command', 'long': 'an ordinance, injunction, command, law.'}"
"διερμηνεύω",6,"G13290","{'brief': 'I translate, interpret, explain', 'long': 'I translate, interpret, explain.'}"
"διερμηνευτής",1,"G13280","{'brief': 'an interpreter', 'long': 'an interpreter.'}"
"μεθερμηνεύω",8,"G31770","{'brief': 'I translate, interpret', 'long': 'I translate (from one language into another), interpret.'}"
"ἐπίλυσις",1,"G19550","{'brief': 'solution, explanation, interpretation', 'long': 'solution, explanation, interpretation; release.'}"
"ἑρμηνία",2,"G20580","{'brief': 'translation, interpretation', 'long': 'translation, interpretation, explanation.'}"
"εὐφροσύνη",1,"G21670","{'brief': 'joy, gladness', 'long': 'joy, gladness, rejoicing.'}"
"καυχάομαι",1,"G27440","{'brief': 'I boast, glory', 'long': 'I boast; I glory (exult) proudly.'}"
"συνχαίρω",5,"G47960","{'brief': 'I rejoice with', 'long': 'I rejoice with, congratulate.'}"
"χαίρω",63,"G54630","{'brief': 'I rejoice, am glad', 'long': 'I rejoice, am glad; also a salutation: Hail.'}"
"χαρά",57,"G54790","{'brief': 'joy, gladness', 'long': 'joy, gladness, a source of joy.'}"
"Ἰουδαϊσμός",2,"G24540","{'brief': 'the Jewish religion, Judaism', 'long': 'the Jewish religion, Judaism.'}"
"κριτής",19,"G29230","{'brief': 'a judge', 'long': 'a judge, magistrate, ruler.'}"
"συγγένεια",3,"G47720","{'brief': 'kindred, family', 'long': 'kindred, family.'}"
"συγγενίς",1,"G47735","{'brief': 'akin, a relative', 'long': 'akin to, related; subst: fellow countryman, kinsman.'}"
"συγγενής",11,"G47730","{'brief': 'akin, a relative', 'long': 'akin to, related; subst: fellow countryman, kinsman.'}"
"φιλανθρωπία",1,"G53630","{'brief': 'love of mankind, benevolence', 'long': 'love of mankind, benevolence.'}"
"φύσις",2,"G54490","{'brief': 'nature, inherent nature', 'long': 'nature, inherent nature, origin, birth.'}"
"χρηστότης",7,"G55440","{'brief': 'goodness, benignity, kindness', 'long': 'goodness, uprightness, kindness, gentleness.'}"
"χρηστός",4,"G55430","{'brief': 'useful, gentle, pleasant, kind', 'long': 'useful, gentle, pleasant, kind.'}"
"βασιλεύς",115,"G09350","{'brief': 'a king, ruler, emperor', 'long': 'a king, ruler, but in some passages clearly to be translated: emperor.'}"
"βασιλεία",20,"G09320","{'brief': 'kingship, sovereignty, authority, rule, kingdom', 'long': 'kingship, sovereignty, authority, rule, especially of God, both in the world, and in the hearts of men; hence: kingdom, in the concrete sense.'}"
"βασιλεύω",21,"G09360","{'brief': 'I rule, reign, reign over', 'long': '(a) I rule, reign, (b) I reign over.'}"
"βασιλικός",5,"G09370","{'brief': 'connected with a king, royal, regal', 'long': ""connected with a king, royal, regal, (a) an officer in the service of the king, (b) the king's country.""}"
"καταφιλέω",6,"G27050","{'brief': 'I kiss affectionately', 'long': 'I kiss affectionately.'}"
"φίλημα",7,"G53700","{'brief': 'a kiss', 'long': 'a kiss.'}"
"φιλέω",3,"G53680","{'brief': 'I love, kiss', 'long': 'I love (of friendship), regard with affection, cherish; I kiss.'}"
"γινώσκω",200,"G10970","{'brief': 'I come to know, learn, realize', 'long': 'I am taking in knowledge, come to know, learn; aor: I ascertained, realized.'}"
"γνωρίζω",25,"G11070","{'brief': 'I make known, declare, know', 'long': 'I make known, declare, know, discover.'}"
"γνωστός",10,"G11100","{'brief': 'known, an acquaintance', 'long': 'known, an acquaintance.'}"
"γνῶσις",28,"G11080","{'brief': 'knowledge, doctrine, wisdom', 'long': 'knowledge, doctrine, wisdom.'}"
"διαφημίζω",1,"G13100","{'brief': 'I report, publish abroad', 'long': 'I report, publish abroad.'}"
"ὁράω",6,"G14920","{'brief': 'I know, remember', 'long': 'I know, remember, appreciate.'}"
"οἶδα",204,"G14920","{'brief': 'I know, remember', 'long': 'I know, remember, appreciate.'}"
"ἀγνοέω",21,"G00500","{'brief': 'I do not know, am ignorant of', 'long': 'I do not know, am ignorant of (a person, thing, or fact), sometimes with the idea of willful ignorance.'}"
"ἀγνωσία",1,"G00560","{'brief': 'ignorance', 'long': 'ignorance; specifically: willful ignorance.'}"
"ἀναγνωρίζω",1,"G03190","{'brief': 'I make known to again, make to be recognized', 'long': 'I recognize; pass: I am made known, cause myself to be recognized.'}"
"ἐπίγνωσις",20,"G19220","{'brief': 'knowledge, discernment, recognition', 'long': 'knowledge of a particular point (directed towards a particular object); perception, discernment, recognition, intuition.'}"
"ἐπίσταμαι",12,"G19870","{'brief': 'I know, understand', 'long': 'I know, know of, understand.'}"
"ἐργάζομαι",38,"G20380","{'brief': 'I word, trade, do', 'long': 'I work, trade, perform, do, practice, commit, acquire by labor.'}"
"κοπιάω",20,"G28720","{'brief': 'I grow weary, toil', 'long': '(a) I grow weary, (b) I toil, work with effort (of bodily and mental labor alike).'}"
"κόπος",17,"G28730","{'brief': 'trouble, toil, labor', 'long': '(a) trouble, (b) toil, labor, laborious toil, involving weariness and fatigue.'}"
"ἐργάτης",16,"G20400","{'brief': 'a field-laborer, workman', 'long': 'a field-laborer; then: a laborer, workman in general.'}"
"ἔργον",2,"G20410","{'brief': 'work, labor, action, deed', 'long': 'work, task, employment; a deed, action; that which is wrought or made, a work.'}"
"ὠδίνω",2,"G56050","{'brief': 'I am in travail, suffer birth-pangs', 'long': 'I am in travail, suffer birth-pangs.'}"
"λαμπάς",9,"G29850","{'brief': 'a torch, lamp, lantern', 'long': 'a torch, lamp, lantern.'}"
"λύχνος",14,"G30880","{'brief': 'a lamp', 'long': 'a lamp.'}"
"λυχνία",12,"G30870","{'brief': 'a lamp-stand', 'long': 'a lamp-stand.'}"
"νομικός",8,"G35440","{'brief': 'about law, one learned in the Law', 'long': '(a) adj: connected with law, about law, (b) noun: a lawyer, one learned in the Law, one learned in the Old Testament.'}"
"νομοθεσία",1,"G35480","{'brief': 'lawgiving, legislation', 'long': 'lawgiving, legislation.'}"
"νόμος",25,"G35510","{'brief': 'a law, the Mosaic Law', 'long': 'usage, custom, law; in NT: of law in general, plur: of divine laws; of a force or influence impelling to action; of the Mosaic law; meton: of the books which contain the law, the Pentateuch, the Old Testament scriptures in general.'}"
"ἔννομος",1,"G17720","{'brief': 'legal, obedient to the law', 'long': '(a) legal, statutory, duly constituted, (b) under the law, obedient to the law.'}"
"νομίμως",2,"G35450","{'brief': 'lawfully', 'long': 'lawfully, rightfully.'}"
"ἄθεσμος",2,"G01130","{'brief': 'lawless', 'long': 'lawless, unrestrained, licentious.'}"
"ἀνομία",15,"G04580","{'brief': 'lawlessness, iniquity', 'long': 'lawlessness, iniquity, disobedience, sin.'}"
"ἄνομος",9,"G04590","{'brief': 'lawless, sinful, illegal', 'long': 'lawless, wicked, without law.'}"
"ἔξειμι",31,"G18260","{'brief': 'I go out, depart', 'long': '(originally: I shall go out), I go out (away), depart.'}"
"μάγος",6,"G30970","{'brief': 'a sorcerer, magician, wizard', 'long': 'a sorcerer, a magician, a wizard.'}"
"πάρδαλις",1,"G39170","{'brief': 'a leopard, panther', 'long': 'a leopard, panther.'}"
"λέπρα",4,"G30140","{'brief': 'leprosy', 'long': 'leprosy.'}"
"λεπρός",9,"G30150","{'brief': 'a leper', 'long': 'a leprous person, a leper.'}"
"γράμμα",2,"G11210","{'brief': 'a letter, writings, learning', 'long': 'a letter of the alphabet; collectively: written (revelation); (a) a written document, a letter, an epistle, (b) writings, literature, learning.'}"
"ἐπιστολή",24,"G19920","{'brief': 'a letter, dispatch, epistle', 'long': 'a letter, dispatch, epistle, message.'}"
"φέγγος",2,"G53380","{'brief': 'brightness, light', 'long': 'brightness, light, splendor, radiance.'}"
"φωτίζω",2,"G54610","{'brief': 'I illuminate, bring to light', 'long': '(a) I light up, illumine, (b) I bring to light, make evident, reveal.'}"
"φωτεινός",4,"G54600","{'brief': 'bright, luminous, full of light', 'long': 'bright, luminous, full of light.'}"
"φωτισμός",2,"G54620","{'brief': 'light, luster, illumination', 'long': 'light, luster, illumination, enlightenment.'}"
"αὐτός",3,"G08460","{'brief': 'he, she, it, they, them, same', 'long': 'he, she, it, they, them, same.'}"
"καθάπερ",2,"G25090","{'brief': 'even as', 'long': 'even as, just as.'}"
"καθώς",178,"G25310","{'brief': 'just as, as', 'long': 'according to the manner in which, in the degree that, just as, as.'}"
"τοιοῦτος",8,"G51080","{'brief': 'of such a kind, such', 'long': 'of such a kind, such.'}"
"εἴκω",2,"G15030","{'brief': 'I am like, resemble', 'long': 'I am like, resemble.'}"
"ὅμοιος",42,"G36640","{'brief': 'like, similar to', 'long': 'like, similar to, resembling, of equal rank.'}"
"ὁμοίως",31,"G36680","{'brief': 'in like manner', 'long': 'in like manner, similarly, in the same way, equally.'}"
"ὁμοιόω",15,"G36660","{'brief': 'I make like, liken, compare', 'long': 'I make like, liken; I compare.'}"
"ὁμοιότης",1,"G36650","{'brief': 'likeness, resemblance', 'long': 'likeness, resemblance.'}"
"ὁμοίωμα",4,"G36670","{'brief': 'a likeness, form, similitude', 'long': '(originally: a thing made like something else), a likeness, or rather: form; a similitude.'}"
"ὁποῖος",2,"G36970","{'brief': 'of what kind or manner', 'long': 'of what kind or manner, of what sort.'}"
"ὡς",399,"G56130","{'brief': 'as, like as, how, while, so that', 'long': 'as, like as, about, as it were, according as, how, when, while, as soon as, so that.'}"
"ὡσαύτως",17,"G56150","{'brief': 'likewise', 'long': 'in like manner, likewise, just so.'}"
"ὡσεί",7,"G56160","{'brief': 'as if, as it were, like, about', 'long': 'as if, as it were, like; with numbers: about.'}"
"ὥσπερ",36,"G56180","{'brief': 'just as, as', 'long': 'just as, as, even as.'}"
"ὥστε",1,"G56200","{'brief': 'so that, therefore', 'long': 'so that, therefore, so then, so as to.'}"
"λέων",9,"G30230","{'brief': 'a lion', 'long': 'a lion.'}"
"ἀκρίς",4,"G02000","{'brief': 'a locust', 'long': 'a locust.'}"
"ὀσφύς",7,"G37510","{'brief': 'the loins', 'long': 'the loins.'}"
"κλῆρος",6,"G28190","{'brief': 'a lot, portion', 'long': ""(a) a lot, (b) a portion assigned; hence: a portion of the people of God assigned to one's care, a congregation.""}"
"λαγχάνω",1,"G29750","{'brief': 'I obtain by lot, cast lots', 'long': '(a) I obtain (receive) by lot, my lot (turn) is, (b) I draw lots.'}"
"ταπεινός",2,"G50110","{'brief': 'humble, lowly', 'long': 'humble, lowly, in position or spirit (in a good sense).'}"
"ταπείνωσις",1,"G50140","{'brief': 'abasement, low condition', 'long': 'abasement (in spirit), low condition (in circumstances).'}"
"πάθος",1,"G38060","{'brief': 'suffering, emotion, depraved passion, lust', 'long': 'suffering, emotion, depraved passion, lust.'}"
"πάθημα",13,"G38040","{'brief': 'suffering, passion', 'long': '(a) suffering, affliction, (b) passion, emotion, (c) an undergoing, an enduring.'}"
"ἐπιθυμητής",1,"G19380","{'brief': 'an eager desirer of', 'long': 'an eager desirer of.'}"
"ἡδονή",1,"G22370","{'brief': 'pleasure, lust, strong desire', 'long': 'pleasure, a pleasure, especially sensuous pleasure; a strong desire, passion.'}"
"ὄρεξις",1,"G37150","{'brief': 'strong desire, lust', 'long': 'strong desire, lust, appetite.'}"
"στρατηγός",5,"G47550","{'brief': 'a general, magistrate, captain of the temple', 'long': '(a) a general or leader of the army, (b) a magistrate or governor, (c) captain of the temple.'}"
"οἰκοδεσποτέω",1,"G36160","{'brief': 'I manage a household', 'long': 'I manage a household.'}"
"οἰκονομία",9,"G36220","{'brief': 'stewardship', 'long': 'management of household affairs, stewardship, administration.'}"
"οἰκονομέω",1,"G36210","{'brief': 'I am a steward', 'long': 'I am a steward, manage a household.'}"
"οἰκονόμος",10,"G36230","{'brief': 'a steward', 'long': 'a household manager, a steward, guardian.'}"
"προΐστημι",6,"G42910","{'brief': 'I rule', 'long': 'I preside, rule over, give attention to, direct, maintain, practice diligently.'}"
"ἐπίτροπος",2,"G20120","{'brief': 'a steward, guardian', 'long': '(a) (procurator) a steward, (b) (tutor) a guardian (appointed for an ""infant"" [under 14 perhaps] by the father or by a magistrate).'}"
"μεριστής",1,"G33120","{'brief': 'a divider, distributor', 'long': 'a divider, partitioner, distributor.'}"
"μεσίτης",6,"G33160","{'brief': 'a mediator, go-between', 'long': '(a) a mediator, intermediary, (b) a go-between, arbiter, agent of something good.'}"
"πραΰς",2,"G42390","{'brief': 'mild, gentle', 'long': 'mild, gentle.'}"
"πραΰτης",3,"G42400","{'brief': 'mildness, gentleness', 'long': 'mildness, gentleness.'}"
"μέλος",34,"G31960","{'brief': 'a limb, member', 'long': 'a bodily organ, limb, member.'}"
"μνημόσυνον",1,"G34220","{'brief': 'reminder, memorial, remembrance offering', 'long': 'reminder, memorial; a remembrance offering.'}"
"ἄγγελος",7,"G00320","{'brief': 'an angel, messenger', 'long': 'a messenger, generally a (supernatural) messenger from God, an angel, conveying news or behests from God to men.'}"
"ἀπόστολος",3,"G06520","{'brief': 'an apostle, a messenger, an envoy, a delegate', 'long': 'a messenger, envoy, delegate, one commissioned by another to represent him in some way, especially a man sent out by Jesus Christ Himself to preach the Gospel; an apostle.'}"
"δύναμις",1,"G14110","{'brief': 'might, power, marvelous works', 'long': '(a) physical power, force, might, ability, efficacy, energy, meaning (b) plur: powerful deeds, deeds showing (physical) power, marvelous works.'}"
"δυνατός",4,"G14150","{'brief': 'powerful, able, possible', 'long': '(a) of persons: powerful, able, (b) of things: possible.'}"
"κράτος",10,"G29040","{'brief': 'dominion, strength, power', 'long': 'dominion, strength, power; a mighty deed.'}"
"κραταιός",1,"G29000","{'brief': 'strong, powerful', 'long': 'strong, powerful, mighty.'}"
"μέγας",4,"G31730","{'brief': 'large, great', 'long': 'large, great, in the widest sense.'}"
"ἰσχυρός",18,"G24780","{'brief': 'strong, mighty, powerful', 'long': 'strong (originally and generally of physical strength); mighty, powerful, vehement, sure.'}"
"ἰσχυρότερος",6,"G24785","{'brief': 'strong, mighty, powerful', 'long': 'strong (originally and generally of physical strength); mighty, powerful, vehement, sure.'}"
"γνώμη",1,"G11060","{'brief': 'opinion, counsel, judgment, intention', 'long': 'opinion, counsel, judgment, intention, decree.'}"
"δίψυχος",2,"G13740","{'brief': 'double-minded, wavering', 'long': '(lit: of two souls, of two selves), double-minded, wavering.'}"
"διάνοια",10,"G12710","{'brief': 'understanding, intellect, mind', 'long': 'understanding, intellect, mind, insight.'}"
"νήφω",2,"G35250","{'brief': 'I am calm, vigilant, sober', 'long': '(lit: I am sober), I am calm (vigilant), circumspect.'}"
"νοῦς",22,"G35630","{'brief': 'the mind, reasoning faculty', 'long': 'the mind, the reason, the reasoning faculty, intellect.'}"
"νόημα",4,"G35400","{'brief': 'a thought, design, the mind', 'long': 'a thought, purpose, design; the mind; the heart, soul, feelings.'}"
"σωφρονέω",3,"G49930","{'brief': 'I am sober-minded, exercise self-control', 'long': 'I am of sound mind, am sober-minded, exercise self-control.'}"
"φρήν",1,"G54240","{'brief': 'the mind, intellect', 'long': 'the mind, intellect, thought, understanding.'}"
"φρονέω",18,"G54260","{'brief': 'I think, judge, observe', 'long': '(a) I think, (b) I think, judge, (c) I direct the mind to, seek for, (d) I observe, (e) I care for.'}"
"φρόνημα",4,"G54270","{'brief': 'thought, purpose', 'long': 'thought, purpose, aspirations.'}"
