"originalWord","lemma","strong","book_id","chapter","verse","alignment_num","origWordsText","origWordsCount","origWordsBetween","targetWordsText","targetWordsCount","targetWordsBetween","alignmentText","alignmentTextFrequency","frequencyWarning","originalWordsCountWarning","targetWordsCountWarning","originalWordsBetweenWarning","targetWordsBetweenWarning"
"ποιῆσαι","ποιέω","G41600","jud","1","15","0","ποιῆσαι",1,0,"He is coming to execute",5,0,"ποιῆσαι = He is coming to execute",0.02,"For ποιῆσαι - Specific alignment ""ποιῆσαι = He is coming to execute"" used infrequently: 2.0% out of 49 total alignments, threshold 5%","","For ποιῆσαι - Too many target language words in alignment: 5, threshold 5","",""
"χάριν","χάρις","G54850","jud","1","16","11","χάριν",1,0,"for their own",3,0,"χάριν = for their own",0.019,"For χάριν - Specific alignment ""χάριν = for their own"" used infrequently: 1.9% out of 52 total alignments, threshold 5%","","","",""
"ἔλεγον","λέγω","G30040","jud","1","18","0","ὅτι ἔλεγον",2,0,"They said",2,0,"ὅτι ἔλεγον = They said",0.013,"For ἔλεγον - Specific alignment ""ὅτι ἔλεγον = They said"" used infrequently: 1.3% out of 80 total alignments, threshold 5%","","","",""
"Θεοῦ","θεός","G23160","jud","1","21","3","Θεοῦ",1,0,"God s",2,0,"Θεοῦ = God s",0.032,"For Θεοῦ - Specific alignment ""Θεοῦ = God s"" used infrequently: 3.2% out of 712 total alignments, threshold 5%","","","",""
"μὲν","μέν","G33030","jud","1","22","0","μὲν ἐλεᾶτε",2,0,"Be merciful to",3,0,"μὲν ἐλεᾶτε = Be merciful to",0.008,"For μὲν - Specific alignment ""μὲν ἐλεᾶτε = Be merciful to"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","","","",""
"δόξης","δόξα","G13910","jud","1","24","10","τῆς δόξης",2,0,"glorious presence",2,0,"τῆς δόξης = glorious presence",0.019,"For δόξης - Specific alignment ""τῆς δόξης = glorious presence"" used infrequently: 1.9% out of 54 total alignments, threshold 5%","","","",""
"Θεῷ","θεός","G23160","jud","1","25","0","Θεῷ",1,0,"to the",2,0,"Θεῷ = to the",0.006,"For Θεῷ - Specific alignment ""Θεῷ = to the"" used infrequently: 0.6% out of 171 total alignments, threshold 5%","","","",""
"Θεοῦ","θεός","G23160","jud","1","4","14","τοῦ Θεοῦ",2,0,"of",1,0,"τοῦ Θεοῦ = of",0.015,"For Θεοῦ - Specific alignment ""τοῦ Θεοῦ = of"" used infrequently: 1.5% out of 712 total alignments, threshold 5%","","","",""
"γῆς","γῆ","G10930","jud","1","5","14","γῆς",1,0,"the land",2,0,"γῆς = the land",0.028,"For γῆς - Specific alignment ""γῆς = the land"" used infrequently: 2.8% out of 145 total alignments, threshold 5%","","","",""
"μὲν","μέν","G33030","jud","1","8","5","μὲν μιαίνουσιν",2,0,"pollute",1,0,"μὲν μιαίνουσιν = pollute",0.008,"For μὲν - Specific alignment ""μὲν μιαίνουσιν = pollute"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","","","",""
"καρδίας","καρδία","G25880","luk","1","17","11","καρδίας",1,0,"the hearts",2,0,"καρδίας = the hearts",0.015,"For καρδίας - Specific alignment ""καρδίας = the hearts"" used infrequently: 1.5% out of 67 total alignments, threshold 5%","","","",""
"τέκνα","τέκνον","G50430","luk","1","17","15","τέκνα",1,0,"their children",2,0,"τέκνα = their children",0.015,"For τέκνα - Specific alignment ""τέκνα = their children"" used infrequently: 1.5% out of 66 total alignments, threshold 5%","","","",""
"Κυρίῳ","κύριος","G29620","luk","1","17","22","Κυρίῳ",1,0,"for the Lord",3,0,"Κυρίῳ = for the Lord",0.035,"For Κυρίῳ - Specific alignment ""Κυρίῳ = for the Lord"" used infrequently: 3.5% out of 113 total alignments, threshold 5%","","","",""
"γένηται","γίνομαι","G10960","luk","1","20","11","γένηται",1,0,"when",1,0,"γένηται = when",0.019,"For γένηται - Specific alignment ""γένηται = when"" used infrequently: 1.9% out of 53 total alignments, threshold 5%","","","",""
"γένηται","γίνομαι","G10960","luk","1","20","13","γένηται",1,0,"take place",2,0,"γένηται = take place",0.019,"For γένηται - Specific alignment ""γένηται = take place"" used infrequently: 1.9% out of 53 total alignments, threshold 5%","","","",""
"οἶκον","οἶκος","G36240","luk","1","23","12","τὸν οἶκον",2,0,"home",1,0,"τὸν οἶκον = home",0.021,"For οἶκον - Specific alignment ""τὸν οἶκον = home"" used infrequently: 2.1% out of 47 total alignments, threshold 5%","","","",""
"ὄνομα","ὄνομα","G36860","luk","1","26","15","ὄνομα",1,0,"was named",2,0,"ὄνομα = was named",0.024,"For ὄνομα - Specific alignment ""ὄνομα = was named"" used infrequently: 2.4% out of 84 total alignments, threshold 5%","","","",""
"Πνεῦμα","πνεῦμα","G41510","luk","1","35","6","Πνεῦμα",1,0,"The",1,0,"Πνεῦμα = The",0.009,"For Πνεῦμα - Specific alignment ""Πνεῦμα = The"" used infrequently: 0.9% out of 110 total alignments, threshold 5%","","","",""
"ἐγένετο","γίνομαι","G10960","luk","1","44","8","ἐγένετο",1,0,"was",1,0,"ἐγένετο = was",0.038,"For ἐγένετο - Specific alignment ""ἐγένετο = was"" used infrequently: 3.8% out of 209 total alignments, threshold 5%","","","",""
"ἐποίησεν","ποιέω","G41600","luk","1","51","0","ἐποίησεν",1,0,"He has done",3,0,"ἐποίησεν = He has done",0.013,"For ἐποίησεν - Specific alignment ""ἐποίησεν = He has done"" used infrequently: 1.3% out of 76 total alignments, threshold 5%","","","",""
"καρδίας","καρδία","G25880","luk","1","51","8","καρδίας",1,0,"of",1,0,"καρδίας = of",0.045,"For καρδίας - Specific alignment ""καρδίας = of"" used infrequently: 4.5% out of 67 total alignments, threshold 5%","","","",""
"ἐγέννησεν","γεννάω","G10800","luk","1","57","9","ἐγέννησεν",1,0,"she gave birth to",4,0,"ἐγέννησεν = she gave birth to",0.024,"For ἐγέννησεν - Specific alignment ""ἐγέννησεν = she gave birth to"" used infrequently: 2.4% out of 42 total alignments, threshold 5%","","","",""
"ἐγένετο","γίνομαι","G10960","luk","1","59","1","ἐγένετο",1,0,"it happened",2,0,"ἐγένετο = it happened",0.033,"For ἐγένετο - Specific alignment ""ἐγένετο = it happened"" used infrequently: 3.3% out of 209 total alignments, threshold 5%","","","",""
"λαῷ","λαός","G29920","luk","1","68","10","τῷ λαῷ",2,0,"for",1,0,"τῷ λαῷ = for",0.048,"For λαῷ - Specific alignment ""τῷ λαῷ = for"" used infrequently: 4.8% out of 42 total alignments, threshold 5%","","","",""
"ἐποίησεν","ποιέω","G41600","luk","1","68","8","ἐποίησεν",1,0,"has accomplished",2,0,"ἐποίησεν = has accomplished",0.013,"For ἐποίησεν - Specific alignment ""ἐποίησεν = has accomplished"" used infrequently: 1.3% out of 76 total alignments, threshold 5%","","","",""
"ποιῆσαι","ποιέω","G41600","luk","1","72","0","ποιῆσαι",1,0,"to show",2,0,"ποιῆσαι = to show",0.02,"For ποιῆσαι - Specific alignment ""ποιῆσαι = to show"" used infrequently: 2.0% out of 49 total alignments, threshold 5%","","","",""
"Θεοῦ","θεός","G23160","luk","1","78","3","Θεοῦ",1,0,"of",1,0,"Θεοῦ = of",0.011,"For Θεοῦ - Specific alignment ""Θεοῦ = of"" used infrequently: 1.1% out of 712 total alignments, threshold 5%","","","",""
"μὲν","μέν","G33030","luk","10","2","5","μὲν θερισμὸς",2,0,"harvest is",2,0,"μὲν θερισμὸς = harvest is",0.008,"For μὲν - Specific alignment ""μὲν θερισμὸς = harvest is"" used infrequently: 0.8% out of 128 total alignments, threshold 5%","","","",""
"ἐγένετο","γίνομαι","G10960","luk","10","21","32","ἐγένετο",1,0,"it was",2,0,"ἐγένετο = it was",0.014,"For ἐγένετο - Specific alignment ""ἐγένετο = it was"" used infrequently: 1.4% out of 209 total alignments, threshold 5%","","","",""
"Πνεύματι","πνεῦμα","G41510","luk","10","21","4","Πνεύματι",1,0,"in",1,0,"Πνεύματι = in",0.013,"For Πνεύματι - Specific alignment ""Πνεύματι = in"" used infrequently: 1.3% out of 79 total alignments, threshold 5%","","","",""
"λόγον","λόγος","G30560","luk","10","39","13","τὸν λόγον",2,0,"to",1,0,"τὸν λόγον = to",0.007,"For λόγον - Specific alignment ""τὸν λόγον = to"" used infrequently: 0.7% out of 134 total alignments, threshold 5%","","","",""
"οὐρανοῦ","οὐρανός","G37720","luk","11","13","18","ὁ οὐρανοῦ",2,1,"heaven",1,0,"ὁ οὐρανοῦ = heaven",0.01,"For οὐρανοῦ - Specific alignment ""ὁ οὐρανοῦ = heaven"" used infrequently: 1.0% out of 99 total alignments, threshold 5%","","","For οὐρανοῦ - Discontiguous original language alignment, extra words: 1, threshold 1",""
"λέγει","λέγω","G30040","luk","11","24","17","λέγει",1,0,"it says",2,0,"λέγει = it says",0.014,"For λέγει - Specific alignment ""λέγει = it says"" used infrequently: 1.4% out of 349 total alignments, threshold 5%","","","",""
"λέγειν","λέγω","G30040","luk","11","27","4","τῷ λέγειν",2,0,"was saying",2,0,"τῷ λέγειν = was saying",0.024,"For λέγειν - Specific alignment ""τῷ λέγειν = was saying"" used infrequently: 2.4% out of 41 total alignments, threshold 5%","","","",""
"Φαρισαῖοι","Φαρισαῖος","G53300","luk","11","39","8","οἱ Φαρισαῖοι",2,0,"Pharisees",1,0,"οἱ Φαρισαῖοι = Pharisees",0.02,"For Φαρισαῖοι - Specific alignment ""οἱ Φαρισαῖοι = Pharisees"" used infrequently: 2.0% out of 49 total alignments, threshold 5%","","","",""
"ἐποίησεν","ποιέω","G41600","luk","11","40","7","ἐποίησεν",1,0,"make",1,0,"ἐποίησεν = make",0.026,"For ἐποίησεν - Specific alignment ""ἐποίησεν = make"" used infrequently: 2.6% out of 76 total alignments, threshold 5%","","","",""
"λόγον","λόγος","G30560","luk","12","10","4","λόγον",1,0,"a word",2,0,"λόγον = a word",0.045,"For λόγον - Specific alignment ""λόγον = a word"" used infrequently: 4.5% out of 134 total alignments, threshold 5%","","","",""
"δεῖ","δέω","G12100","luk","12","12","10","δεῖ",1,0,"you ought",2,0,"δεῖ = you ought",0.013,"For δεῖ - Specific alignment ""δεῖ = you ought"" used infrequently: 1.3% out of 79 total alignments, threshold 5%","","","",""
"εἶπεν","λέγω","G30040","luk","12","16","1","εἶπεν",1,0,"he spoke",2,0,"εἶπεν = he spoke",0.007,"For εἶπεν - Specific alignment ""εἶπεν = he spoke"" used infrequently: 0.7% out of 606 total alignments, threshold 5%","","","",""
"κόσμου","κόσμος","G28890","luk","12","30","4","κόσμου",1,0,"of",1,0,"κόσμου = of",0.048,"For κόσμου - Specific alignment ""κόσμου = of"" used infrequently: 4.8% out of 83 total alignments, threshold 5%","","","",""
"Κύριος","κύριος","G29620","luk","12","37","5","Κύριος",1,0,"master",1,0,"Κύριος = master",0.014,"For Κύριος - Specific alignment ""Κύριος = master"" used infrequently: 1.4% out of 138 total alignments, threshold 5%","","","",""
"Κύριος","κύριος","G29620","luk","12","42","13","Κύριος",1,0,"master",1,0,"Κύριος = master",0.014,"For Κύριος - Specific alignment ""Κύριος = master"" used infrequently: 1.4% out of 138 total alignments, threshold 5%","","","",""
"θέλω","θέλω","G23090","luk","12","49","8","θέλω",1,0,"I wish",2,0,"θέλω = I wish",0.041,"For θέλω - Specific alignment ""θέλω = I wish"" used infrequently: 4.1% out of 49 total alignments, threshold 5%","","","",""
"ἔλεγεν","λέγω","G30040","luk","12","54","1","ἔλεγεν",1,0,"he was",2,0,"ἔλεγεν = he was",0.013,"For ἔλεγεν - Specific alignment ""ἔλεγεν = he was"" used infrequently: 1.3% out of 78 total alignments, threshold 5%","","","",""
"ἔλεγεν","λέγω","G30040","luk","12","54","3","ἔλεγεν",1,0,"saying",1,0,"ἔλεγεν = saying",0.026,"For ἔλεγεν - Specific alignment ""ἔλεγεν = saying"" used infrequently: 2.6% out of 78 total alignments, threshold 5%","","","",""
"ἐγένετο","γίνομαι","G10960","luk","13","19","15","ἐγένετο εἰς",2,0,"became",1,0,"ἐγένετο εἰς = became",0.005,"For ἐγένετο - Specific alignment ""ἐγένετο εἰς = became"" used infrequently: 0.5% out of 209 total alignments, threshold 5%","","","",""
"οὐρανοῦ","οὐρανός","G37720","luk","13","19","22","οὐρανοῦ",1,0,"air",1,0,"οὐρανοῦ = air",0.03,"For οὐρανοῦ - Specific alignment ""οὐρανοῦ = air"" used infrequently: 3.0% out of 99 total alignments, threshold 5%","","","",""
"ἔλεγεν","λέγω","G30040","luk","13","6","1","ἔλεγεν",1,0,"he spoke",2,0,"ἔλεγεν = he spoke",0.038,"For ἔλεγεν - Specific alignment ""ἔλεγεν = he spoke"" used infrequently: 3.8% out of 78 total alignments, threshold 5%","","","",""
"ἔλεγεν","λέγω","G30040","luk","14","12","1","ἔλεγεν",1,0,"he",1,0,"ἔλεγεν = he",0.038,"For ἔλεγεν - Specific alignment ""ἔλεγεν = he"" used infrequently: 3.8% out of 78 total alignments, threshold 5%","","","",""
"γένηται","γίνομαι","G10960","luk","14","12","33","γένηται",1,0,"that will become",3,0,"γένηται = that will become",0.019,"For γένηται - Specific alignment ""γένηται = that will become"" used infrequently: 1.9% out of 53 total alignments, threshold 5%","","","",""
"εἶπεν","λέγω","G30040","luk","14","3","3","εἶπεν",1,0,"and spoke",2,0,"εἶπεν = and spoke",0.005,"For εἶπεν - Specific alignment ""εἶπεν = and spoke"" used infrequently: 0.5% out of 606 total alignments, threshold 5%","","","",""
"γῆν","γῆ","G10930","luk","14","35","4","γῆν",1,0,"the soil",2,0,"γῆν = the soil",0.013,"For γῆν - Specific alignment ""γῆν = the soil"" used infrequently: 1.3% out of 78 total alignments, threshold 5%","","","",""
"ἔλεγεν","λέγω","G30040","luk","14","7","1","ἔλεγεν",1,0,"he was speaking",3,0,"ἔλεγεν = he was speaking",0.026,"For ἔλεγεν - Specific alignment ""ἔλεγεν = he was speaking"" used infrequently: 2.6% out of 78 total alignments, threshold 5%","","","",""
"λέγων","λέγω","G30040","luk","14","7","11","λέγων",1,0,"and saying",2,0,"λέγων = and saying",0.011,"For λέγων - Specific alignment ""λέγων = and saying"" used infrequently: 1.1% out of 180 total alignments, threshold 5%","","","",""
"ἐγένετο","γίνομαι","G10960","luk","15","14","8","ἐγένετο",1,0,"happened",1,0,"ἐγένετο = happened",0.048,"For ἐγένετο - Specific alignment ""ἐγένετο = happened"" used infrequently: 4.8% out of 209 total alignments, threshold 5%","","","",""
"εἶπεν","λέγω","G30040","luk","15","3","1","εἶπεν",1,0,"he spoke",2,0,"εἶπεν = he spoke",0.007,"For εἶπεν - Specific alignment ""εἶπεν = he spoke"" used infrequently: 0.7% out of 606 total alignments, threshold 5%","","","",""
"ἔλεγεν","λέγω","G30040","luk","16","1","1","ἔλεγεν",1,0,"he",1,0,"ἔλεγεν = he",0.038,"For ἔλεγεν - Specific alignment ""ἔλεγεν = he"" used infrequently: 3.8% out of 78 total alignments, threshold 5%","","","",""
"Θεὸς","θεός","G23160","luk","16","15","11","ὁ Θεὸς",2,1,"God",1,0,"ὁ Θεὸς = God",0.707,"","","","For Θεὸς - Discontiguous original language alignment, extra words: 1, threshold 1",""
"Βασιλεία","βασιλεία","G09320","luk","16","16","10","Βασιλεία",1,0,"of",1,0,"Βασιλεία = of",0.022,"For Βασιλεία - Specific alignment ""Βασιλεία = of"" used infrequently: 2.2% out of 46 total alignments, threshold 5%","","","",""
"γῆν","γῆ","G10930","luk","16","17","5","τὴν γῆν",2,0,"earth",1,0,"τὴν γῆν = earth",0.013,"For γῆν - Specific alignment ""τὴν γῆν = earth"" used infrequently: 1.3% out of 78 total alignments, threshold 5%","","","",""
"λόγον","λόγος","G30560","luk","16","2","11","τὸν λόγον",2,0,"an account",2,0,"τὸν λόγον = an account",0.007,"For λόγον - Specific alignment ""τὸν λόγον = an account"" used infrequently: 0.7% out of 134 total alignments, threshold 5%","","","",""
"εἶπεν","λέγω","G30040","luk","16","30","2","εἶπεν",1,0,"replied",1,0,"εἶπεν = replied",0.012,"For εἶπεν - Specific alignment ""εἶπεν = replied"" used infrequently: 1.2% out of 606 total alignments, threshold 5%","","","",""
"ἔλεγεν","λέγω","G30040","luk","16","5","10","ἔλεγεν",1,0,"and he said",3,0,"ἔλεγεν = and he said",0.013,"For ἔλεγεν - Specific alignment ""ἔλεγεν = and he said"" used infrequently: 1.3% out of 78 total alignments, threshold 5%","","","",""
"λέγει","λέγω","G30040","luk","16","7","13","λέγει",1,0,"He said",2,0,"λέγει = He said",0.037,"For λέγει - Specific alignment ""λέγει = He said"" used infrequently: 3.7% out of 349 total alignments, threshold 5%","","","",""
"ἐποίησεν","ποιέω","G41600","luk","16","8","8","ἐποίησεν",1,0,"he had acted",3,0,"ἐποίησεν = he had acted",0.013,"For ἐποίησεν - Specific alignment ""ἐποίησεν = he had acted"" used infrequently: 1.3% out of 76 total alignments, threshold 5%","","","",""
"ἐγένετο","γίνομαι","G10960","luk","17","26","2","ἐγένετο",1,0,"it happened",2,0,"ἐγένετο = it happened",0.033,"For ἐγένετο - Specific alignment ""ἐγένετο = it happened"" used infrequently: 3.3% out of 209 total alignments, threshold 5%","","","",""
"ἐγένετο","γίνομαι","G10960","luk","17","28","2","ἐγένετο",1,0,"it happened",2,0,"ἐγένετο = it happened",0.033,"For ἐγένετο - Specific alignment ""ἐγένετο = it happened"" used infrequently: 3.3% out of 209 total alignments, threshold 5%","","","",""
"λέγουσιν","λέγω","G30040","luk","17","37","2","λέγουσιν",1,0,"and said",2,0,"λέγουσιν = and said",0.034,"For λέγουσιν - Specific alignment ""λέγουσιν = and said"" used infrequently: 3.4% out of 59 total alignments, threshold 5%","","","",""
"χάριν","χάρις","G54850","luk","17","9","3","χάριν",1,0,"thanks",1,0,"χάριν = thanks",0.019,"For χάριν - Specific alignment ""χάριν = thanks"" used infrequently: 1.9% out of 52 total alignments, threshold 5%","","","",""
"ἔλεγεν","λέγω","G30040","luk","18","1","1","ἔλεγεν",1,0,"he spoke",2,0,"ἔλεγεν = he spoke",0.038,"For ἔλεγεν - Specific alignment ""ἔλεγεν = he spoke"" used infrequently: 3.8% out of 78 total alignments, threshold 5%","","","",""
"Ἰησοῦς","Ἰησοῦς","G24240","luk","18","16","1","ὁ Ἰησοῦς",2,1,"Jesus",1,0,"ὁ Ἰησοῦς = Jesus",0.592,"","","","For Ἰησοῦς - Discontiguous original language alignment, extra words: 1, threshold 1",""
"Ἰησοῦς","Ἰησοῦς","G24240","luk","18","37","3","ὅτι Ἰησοῦς",2,0,"Jesus",1,0,"ὅτι Ἰησοῦς = Jesus",0.002,"For Ἰησοῦς - Specific alignment ""ὅτι Ἰησοῦς = Jesus"" used infrequently: 0.2% out of 456 total alignments, threshold 5%","","","",""
"Θεὸς","θεός","G23160","luk","18","7","2","ὁ Θεὸς",2,1,"God",1,0,"ὁ Θεὸς = God",0.707,"","","","For Θεὸς - Discontiguous original language alignment, extra words: 1, threshold 1",""
"εἶπεν","λέγω","G30040","luk","18","9","1","εἶπεν",1,0,"he",1,0,"εἶπεν = he",0.01,"For εἶπεν - Specific alignment ""εἶπεν = he"" used infrequently: 1.0% out of 606 total alignments, threshold 5%","","","",""
"εἶπεν","λέγω","G30040","luk","18","9","3","εἶπεν",1,0,"spoke",1,0,"εἶπεν = spoke",0.008,"For εἶπεν - Specific alignment ""εἶπεν = spoke"" used infrequently: 0.8% out of 606 total alignments, threshold 5%","","","",""
"εἶπεν","λέγω","G30040","luk","19","11","6","εἶπεν",1,0,"to speak",2,0,"εἶπεν = to speak",0.002,"For εἶπεν - Specific alignment ""εἶπεν = to speak"" used infrequently: 0.2% out of 606 total alignments, threshold 5%","","","",""
"εἶπεν","λέγω","G30040","luk","19","15","10","εἶπεν",1,0,"commanded",1,0,"εἶπεν = commanded",0.002,"For εἶπεν - Specific alignment ""εἶπεν = commanded"" used infrequently: 0.2% out of 606 total alignments, threshold 5%","","","",""
"εἶπεν","λέγω","G30040","luk","19","15","8","εἶπεν",1,0,"he",1,0,"εἶπεν = he",0.01,"For εἶπεν - Specific alignment ""εἶπεν = he"" used infrequently: 1.0% out of 606 total alignments, threshold 5%","","","",""
"λέγων","λέγω","G30040","luk","19","16","4","λέγων",1,0,"and said",2,0,"λέγων = and said",0.022,"For λέγων - Specific alignment ""λέγων = and said"" used infrequently: 2.2% out of 180 total alignments, threshold 5%","","","",""
"λέγων","λέγω","G30040","luk","19","18","4","λέγων",1,0,"and said",2,0,"λέγων = and said",0.022,"For λέγων - Specific alignment ""λέγων = and said"" used infrequently: 2.2% out of 180 total alignments, threshold 5%","","","",""
"Κύριε","κύριος","G29620","luk","19","18","7","Κύριε",1,0,"master",1,0,"Κύριε = master",0.01,"For Κύριε - Specific alignment ""Κύριε = master"" used infrequently: 1.0% out of 99 total alignments, threshold 5%","","","",""
"ἐποίησεν","ποιέω","G41600","luk","19","18","8","ἐποίησεν",1,0,"has made",2,0,"ἐποίησεν = has made",0.026,"For ἐποίησεν - Specific alignment ""ἐποίησεν = has made"" used infrequently: 2.6% out of 76 total alignments, threshold 5%","","","",""
"εἶπεν","λέγω","G30040","luk","19","19","1","εἶπεν",1,0,"he",1,0,"εἶπεν = he",0.01,"For εἶπεν - Specific alignment ""εἶπεν = he"" used infrequently: 1.0% out of 606 total alignments, threshold 5%","","","",""
"ὀνόματι","ὄνομα","G36860","luk","19","2","5","ὀνόματι",1,0,"by name",2,0,"ὀνόματι = by name",0.013,"For ὀνόματι - Specific alignment ""ὀνόματι = by name"" used infrequently: 1.3% out of 76 total alignments, threshold 5%","","","",""
"λέγων","λέγω","G30040","luk","19","20","4","λέγων",1,0,"and said",2,0,"λέγων = and said",0.022,"For λέγων - Specific alignment ""λέγων = and said"" used infrequently: 2.2% out of 180 total alignments, threshold 5%","","","",""
"λέγει","λέγω","G30040","luk","19","22","0","λέγει",1,0,"He said",2,0,"λέγει = He said",0.037,"For λέγει - Specific alignment ""λέγει = He said"" used infrequently: 3.7% out of 349 total alignments, threshold 5%","","","",""
"εἶπεν","λέγω","G30040","luk","19","32","6","εἶπεν",1,0,"he had told",3,0,"εἶπεν = he had told",0.002,"For εἶπεν - Specific alignment ""εἶπεν = he had told"" used infrequently: 0.2% out of 606 total alignments, threshold 5%","","","",""
"ἐγένετο","γίνομαι","G10960","luk","19","9","7","ἐγένετο",1,0,"has come",2,0,"ἐγένετο = has come",0.005,"For ἐγένετο - Specific alignment ""ἐγένετο = has come"" used infrequently: 0.5% out of 209 total alignments, threshold 5%","","","",""
"ἐγένετο","γίνομαι","G10960","luk","2","1","4","ἐγένετο",1,0,"it came about that",4,0,"ἐγένετο = it came about that",0.029,"For ἐγένετο - Specific alignment ""ἐγένετο = it came about that"" used infrequently: 2.9% out of 209 total alignments, threshold 5%","","","",""
"ἐγένετο","γίνομαι","G10960","luk","2","13","7","ἐγένετο σὺν",2,0,"joined",1,0,"ἐγένετο σὺν = joined",0.005,"For ἐγένετο - Specific alignment ""ἐγένετο σὺν = joined"" used infrequently: 0.5% out of 209 total alignments, threshold 5%","","","",""
"Θεῷ","θεός","G23160","luk","2","14","3","Θεῷ",1,0,"to God",2,0,"Θεῷ = to God",0.035,"For Θεῷ - Specific alignment ""Θεῷ = to God"" used infrequently: 3.5% out of 171 total alignments, threshold 5%","","","",""
"ἐγένετο","γίνομαι","G10960","luk","2","2","3","ἐγένετο",1,0,"happened",1,0,"ἐγένετο = happened",0.048,"For ἐγένετο - Specific alignment ""ἐγένετο = happened"" used infrequently: 4.8% out of 209 total alignments, threshold 5%","","","",""
"Κυρίου","κύριος","G29620","luk","2","26","15","Κυρίου",1,0,"Lord s",2,0,"Κυρίου = Lord s",0.017,"For Κυρίου - Specific alignment ""Κυρίου = Lord s"" used infrequently: 1.7% out of 303 total alignments, threshold 5%","","","",""
"ποιῆσαι","ποιέω","G41600","luk","2","27","18","τοῦ ποιῆσαι αὐτοὺς",3,0,"to do",2,0,"τοῦ ποιῆσαι αὐτοὺς = to do",0.02,"For ποιῆσαι - Specific alignment ""τοῦ ποιῆσαι αὐτοὺς = to do"" used infrequently: 2.0% out of 49 total alignments, threshold 5%","For ποιῆσαι - Too many original language words in alignment: 3, threshold 3","","",""
"λαοῦ","λαός","G29920","luk","2","32","6","λαοῦ",1,0,"to",1,0,"λαοῦ = to",0.021,"For λαοῦ - Specific alignment ""λαοῦ = to"" used infrequently: 2.1% out of 47 total alignments, threshold 5%","","","",""
"χάρις","χάρις","G54850","luk","2","40","9","χάρις",1,0,"the grace",2,0,"χάρις = the grace",0.017,"For χάρις - Specific alignment ""χάρις = the grace"" used infrequently: 1.7% out of 60 total alignments, threshold 5%","","","",""
"ἐγένετο","γίνομαι","G10960","luk","2","42","2","ἐγένετο",1,0,"he was",2,0,"ἐγένετο = he was",0.005,"For ἐγένετο - Specific alignment ""ἐγένετο = he was"" used infrequently: 0.5% out of 209 total alignments, threshold 5%","","","",""
"ἐγένετο","γίνομαι","G10960","luk","2","6","1","ἐγένετο",1,0,"it came about that",4,0,"ἐγένετο = it came about that",0.029,"For ἐγένετο - Specific alignment ""ἐγένετο = it came about that"" used infrequently: 2.9% out of 209 total alignments, threshold 5%","","","",""
"γένηται","γίνομαι","G10960","luk","20","14","19","γένηται",1,0,"may become",2,0,"γένηται = may become",0.038,"For γένηται - Specific alignment ""γένηται = may become"" used infrequently: 3.8% out of 53 total alignments, threshold 5%","","","",""
"εἶπεν","λέγω","G30040","luk","20","19","17","εἶπεν",1,0,"he had spoken",3,0,"εἶπεν = he had spoken",0.005,"For εἶπεν - Specific alignment ""εἶπεν = he had spoken"" used infrequently: 0.5% out of 606 total alignments, threshold 5%","","","",""
"εἶπαν","λέγω","G30040","luk","20","2","1","εἶπαν",1,0,"they spoke",2,0,"εἶπαν = they spoke",0.014,"For εἶπαν - Specific alignment ""εἶπαν = they spoke"" used infrequently: 1.4% out of 72 total alignments, threshold 5%","","","",""
"Θεοῦ","θεός","G23160","luk","20","25","13","τοῦ Θεοῦ",2,0,"of",1,0,"τοῦ Θεοῦ = of",0.015,"For Θεοῦ - Specific alignment ""τοῦ Θεοῦ = of"" used infrequently: 1.5% out of 712 total alignments, threshold 5%","","","",""
"Θεῷ","θεός","G23160","luk","20","25","14","τῷ Θεῷ",2,0,"God to",2,0,"τῷ Θεῷ = God to",0.006,"For Θεῷ - Specific alignment ""τῷ Θεῷ = God to"" used infrequently: 0.6% out of 171 total alignments, threshold 5%","","","",""
"λέγοντες","λέγω","G30040","luk","20","27","7","λέγοντες",1,0,"say that",2,0,"λέγοντες = say that",0.007,"For λέγοντες - Specific alignment ""λέγοντες = say that"" used infrequently: 0.7% out of 149 total alignments, threshold 5%","","","",""
"λόγον","λόγος","G30560","luk","20","3","8","λόγον",1,0,"a word",2,0,"λόγον = a word",0.045,"For λόγον - Specific alignment ""λόγον = a word"" used infrequently: 4.5% out of 134 total alignments, threshold 5%","","","",""
"λέγει","λέγω","G30040","luk","20","37","12","λέγει",1,0,"he calls",2,0,"λέγει = he calls",0.003,"For λέγει - Specific alignment ""λέγει = he calls"" used infrequently: 0.3% out of 349 total alignments, threshold 5%","","","",""
"Θεὸν","θεός","G23160","luk","20","37","18","Θεὸν",1,0,"the God",2,0,"Θεὸν = the God",0.027,"For Θεὸν - Specific alignment ""Θεὸν = the God"" used infrequently: 2.7% out of 73 total alignments, threshold 5%","","","",""
"Θεὸν","θεός","G23160","luk","20","37","21","Θεὸν",1,0,"the God",2,0,"Θεὸν = the God",0.027,"For Θεὸν - Specific alignment ""Θεὸν = the God"" used infrequently: 2.7% out of 73 total alignments, threshold 5%","","","",""
"Θεὸς","θεός","G23160","luk","20","38","3","Θεὸς",1,0,"the God",2,0,"Θεὸς = the God",0.021,"For Θεὸς - Specific alignment ""Θεὸς = the God"" used infrequently: 2.1% out of 239 total alignments, threshold 5%","","","",""
