"book_id","chapter","verse","alignment_num","orig_lang_keys","target_lang_keys","origWords","origWordsTxt","alignmentOrigWords","targetWords","targetWordsTxt","alignmentTargetWords","alignmentTxt","frequency","matchCount","origWordsBetween","targetWordsBetween","warnings"
"jhn","14","23","13",",60248,60249,60250,",",78591,","[{'id': 60248, 'book_id': 'jhn', 'chapter': '14', 'verse': '23', 'word_num': 13, 'word': 'καὶ', 'occurrence': 2, 'strong': 'G25320', 'lemma': 'καί', 'morph': 'Gr,CC,,,,,,,,'}, {'id': 60249, 'book_id': 'jhn', 'chapter': '14', 'verse': '23', 'word_num': 14, 'word': 'ὁ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,NMS,'}, {'id': 60250, 'book_id': 'jhn', 'chapter': '14', 'verse': '23', 'word_num': 15, 'word': 'Πατήρ', 'occurrence': 1, 'strong': 'G39620', 'lemma': 'πατήρ', 'morph': 'Gr,N,,,,,NMS,'}]","καὶ ὁ Πατήρ",3,"[{'id': 78591, 'book_id': 'jhn', 'chapter': '14', 'verse': '23', 'word_num': 16, 'word': 'Father', 'occurrence': 1}]","Father",1,"καὶ ὁ Πατήρ = Father",0.0003417634996582365,1,0,0,"[""Too many original language words in alignment: 3, threshold 3""]"
"jhn","14","23","13",",60248,60249,60250,",",78591,","[{'id': 60248, 'book_id': 'jhn', 'chapter': '14', 'verse': '23', 'word_num': 13, 'word': 'καὶ', 'occurrence': 2, 'strong': 'G25320', 'lemma': 'καί', 'morph': 'Gr,CC,,,,,,,,'}, {'id': 60249, 'book_id': 'jhn', 'chapter': '14', 'verse': '23', 'word_num': 14, 'word': 'ὁ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,NMS,'}, {'id': 60250, 'book_id': 'jhn', 'chapter': '14', 'verse': '23', 'word_num': 15, 'word': 'Πατήρ', 'occurrence': 1, 'strong': 'G39620', 'lemma': 'πατήρ', 'morph': 'Gr,N,,,,,NMS,'}]","καὶ ὁ Πατήρ",3,"[{'id': 78591, 'book_id': 'jhn', 'chapter': '14', 'verse': '23', 'word_num': 16, 'word': 'Father', 'occurrence': 1}]","Father",1,"καὶ ὁ Πατήρ = Father",0.034482758620689655,1,0,0,"[""Too many original language words in alignment: 3, threshold 3""]"
"jhn","16","13","26",",61103,61104,",",79718,79719,79720,79721,79722,","[{'id': 61103, 'book_id': 'jhn', 'chapter': '16', 'verse': '13', 'word_num': 24, 'word': 'τὰ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,RD,,,,ANP,'}, {'id': 61104, 'book_id': 'jhn', 'chapter': '16', 'verse': '13', 'word_num': 25, 'word': 'ἐρχόμενα', 'occurrence': 1, 'strong': 'G20640', 'lemma': 'ἔρχομαι', 'morph': 'Gr,V,PPM,ANP,'}]","τὰ ἐρχόμενα",2,"[{'id': 79718, 'book_id': 'jhn', 'chapter': '16', 'verse': '13', 'word_num': 35, 'word': 'things', 'occurrence': 1}, {'id': 79719, 'book_id': 'jhn', 'chapter': '16', 'verse': '13', 'word_num': 36, 'word': 'that', 'occurrence': 1}, {'id': 79720, 'book_id': 'jhn', 'chapter': '16', 'verse': '13', 'word_num': 37, 'word': 'are', 'occurrence': 1}, {'id': 79721, 'book_id': 'jhn', 'chapter': '16', 'verse': '13', 'word_num': 38, 'word': 'to', 'occurrence': 1}, {'id': 79722, 'book_id': 'jhn', 'chapter': '16', 'verse': '13', 'word_num': 39, 'word': 'come', 'occurrence': 1}]","things that are to come",5,"τὰ ἐρχόμενα = things that are to come",0.0011976047904191617,1,0,0,"[""Too many target language words in alignment: 5, threshold 5""]"
"jhn","16","18","11",",61183,",",79848,79849,79850,79851,79852,","[{'id': 61183, 'book_id': 'jhn', 'chapter': '16', 'verse': '18', 'word_num': 5, 'word': 'τὸ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,ANS,'}]","τὸ",1,"[{'id': 79848, 'book_id': 'jhn', 'chapter': '16', 'verse': '18', 'word_num': 16, 'word': 'what', 'occurrence': 1}, {'id': 79849, 'book_id': 'jhn', 'chapter': '16', 'verse': '18', 'word_num': 17, 'word': 'he', 'occurrence': 2}, {'id': 79850, 'book_id': 'jhn', 'chapter': '16', 'verse': '18', 'word_num': 18, 'word': 'is', 'occurrence': 2}, {'id': 79851, 'book_id': 'jhn', 'chapter': '16', 'verse': '18', 'word_num': 19, 'word': 'talking', 'occurrence': 1}, {'id': 79852, 'book_id': 'jhn', 'chapter': '16', 'verse': '18', 'word_num': 20, 'word': 'about', 'occurrence': 1}]","what he is talking about",5,"τὸ = what he is talking about",0.0005837711617046118,1,0,0,"[""Too many target language words in alignment: 5, threshold 5""]"
"jhn","17","25","0",",61949,61950,61951,",",80870,80871,","[{'id': 61949, 'book_id': 'jhn', 'chapter': '17', 'verse': '25', 'word_num': 0, 'word': 'Πάτερ', 'occurrence': 1, 'strong': 'G39620', 'lemma': 'πατήρ', 'morph': 'Gr,N,,,,,VMS,'}, {'id': 61950, 'book_id': 'jhn', 'chapter': '17', 'verse': '25', 'word_num': 1, 'word': 'δίκαιε', 'occurrence': 1, 'strong': 'G13420', 'lemma': 'δίκαιος', 'morph': 'Gr,AA,,,,VMS,'}, {'id': 61951, 'book_id': 'jhn', 'chapter': '17', 'verse': '25', 'word_num': 2, 'word': 'καὶ', 'occurrence': 1, 'strong': 'G25320', 'lemma': 'καί', 'morph': 'Gr,D,,,,,,,,,'}]","Πάτερ δίκαιε καὶ",3,"[{'id': 80870, 'book_id': 'jhn', 'chapter': '17', 'verse': '25', 'word_num': 0, 'word': 'Righteous', 'occurrence': 1}, {'id': 80871, 'book_id': 'jhn', 'chapter': '17', 'verse': '25', 'word_num': 1, 'word': 'Father', 'occurrence': 1}]","Righteous Father",2,"Πάτερ δίκαιε καὶ = Righteous Father",0.043478260869565216,1,0,0,"[""Too many original language words in alignment: 3, threshold 3""]"
"jhn","17","25","0",",61949,61950,61951,",",80870,80871,","[{'id': 61949, 'book_id': 'jhn', 'chapter': '17', 'verse': '25', 'word_num': 0, 'word': 'Πάτερ', 'occurrence': 1, 'strong': 'G39620', 'lemma': 'πατήρ', 'morph': 'Gr,N,,,,,VMS,'}, {'id': 61950, 'book_id': 'jhn', 'chapter': '17', 'verse': '25', 'word_num': 1, 'word': 'δίκαιε', 'occurrence': 1, 'strong': 'G13420', 'lemma': 'δίκαιος', 'morph': 'Gr,AA,,,,VMS,'}, {'id': 61951, 'book_id': 'jhn', 'chapter': '17', 'verse': '25', 'word_num': 2, 'word': 'καὶ', 'occurrence': 1, 'strong': 'G25320', 'lemma': 'καί', 'morph': 'Gr,D,,,,,,,,,'}]","Πάτερ δίκαιε καὶ",3,"[{'id': 80870, 'book_id': 'jhn', 'chapter': '17', 'verse': '25', 'word_num': 0, 'word': 'Righteous', 'occurrence': 1}, {'id': 80871, 'book_id': 'jhn', 'chapter': '17', 'verse': '25', 'word_num': 1, 'word': 'Father', 'occurrence': 1}]","Righteous Father",2,"Πάτερ δίκαιε καὶ = Righteous Father",1.0,1,0,0,"[""Too many original language words in alignment: 3, threshold 3""]"
"jhn","18","14","3",",62223,62224,",",81220,81221,81222,81223,81224,81225,81226,","[{'id': 62223, 'book_id': 'jhn', 'chapter': '18', 'verse': '14', 'word_num': 3, 'word': 'ὁ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,RD,,,,NMS,'}, {'id': 62224, 'book_id': 'jhn', 'chapter': '18', 'verse': '14', 'word_num': 4, 'word': 'συμβουλεύσας', 'occurrence': 1, 'strong': 'G48230', 'lemma': 'συμβουλεύω', 'morph': 'Gr,V,PAA,NMS,'}]","ὁ συμβουλεύσας",2,"[{'id': 81220, 'book_id': 'jhn', 'chapter': '18', 'verse': '14', 'word_num': 3, 'word': 'the', 'occurrence': 1}, {'id': 81221, 'book_id': 'jhn', 'chapter': '18', 'verse': '14', 'word_num': 4, 'word': 'one', 'occurrence': 1}, {'id': 81222, 'book_id': 'jhn', 'chapter': '18', 'verse': '14', 'word_num': 5, 'word': 'who', 'occurrence': 1}, {'id': 81223, 'book_id': 'jhn', 'chapter': '18', 'verse': '14', 'word_num': 6, 'word': 'had', 'occurrence': 1}, {'id': 81224, 'book_id': 'jhn', 'chapter': '18', 'verse': '14', 'word_num': 7, 'word': 'given', 'occurrence': 1}, {'id': 81225, 'book_id': 'jhn', 'chapter': '18', 'verse': '14', 'word_num': 8, 'word': 'the', 'occurrence': 2}, {'id': 81226, 'book_id': 'jhn', 'chapter': '18', 'verse': '14', 'word_num': 9, 'word': 'advice', 'occurrence': 1}]","the one who had given the advice",7,"ὁ συμβουλεύσας = the one who had given the advice",0.0003417634996582365,1,0,0,"[""Too many target language words in alignment: 7, threshold 5""]"
"jhn","18","15","11",",62244,62245,62246,",",81254,","[{'id': 62244, 'book_id': 'jhn', 'chapter': '18', 'verse': '15', 'word_num': 9, 'word': 'ὁ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,NMS,'}, {'id': 62245, 'book_id': 'jhn', 'chapter': '18', 'verse': '15', 'word_num': 10, 'word': 'δὲ', 'occurrence': 2, 'strong': 'G11610', 'lemma': 'δέ', 'morph': 'Gr,CC,,,,,,,,'}, {'id': 62246, 'book_id': 'jhn', 'chapter': '18', 'verse': '15', 'word_num': 11, 'word': 'μαθητὴς', 'occurrence': 1, 'strong': 'G31010', 'lemma': 'μαθητής', 'morph': 'Gr,N,,,,,NMS,'}]","ὁ δὲ μαθητὴς",3,"[{'id': 81254, 'book_id': 'jhn', 'chapter': '18', 'verse': '15', 'word_num': 12, 'word': 'disciple', 'occurrence': 2}]","disciple",1,"ὁ δὲ μαθητὴς = disciple",0.06666666666666667,1,0,0,"[""Too many original language words in alignment: 3, threshold 3""]"
"jhn","18","15","11",",62244,62245,62246,",",81254,","[{'id': 62244, 'book_id': 'jhn', 'chapter': '18', 'verse': '15', 'word_num': 9, 'word': 'ὁ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,NMS,'}, {'id': 62245, 'book_id': 'jhn', 'chapter': '18', 'verse': '15', 'word_num': 10, 'word': 'δὲ', 'occurrence': 2, 'strong': 'G11610', 'lemma': 'δέ', 'morph': 'Gr,CC,,,,,,,,'}, {'id': 62246, 'book_id': 'jhn', 'chapter': '18', 'verse': '15', 'word_num': 11, 'word': 'μαθητὴς', 'occurrence': 1, 'strong': 'G31010', 'lemma': 'μαθητής', 'morph': 'Gr,N,,,,,NMS,'}]","ὁ δὲ μαθητὴς",3,"[{'id': 81254, 'book_id': 'jhn', 'chapter': '18', 'verse': '15', 'word_num': 12, 'word': 'disciple', 'occurrence': 2}]","disciple",1,"ὁ δὲ μαθητὴς = disciple",0.0003417634996582365,1,0,0,"[""Too many original language words in alignment: 3, threshold 3""]"
"jhn","18","15","7",",62244,62245,62246,",",81250,","[{'id': 62244, 'book_id': 'jhn', 'chapter': '18', 'verse': '15', 'word_num': 9, 'word': 'ὁ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,NMS,'}, {'id': 62245, 'book_id': 'jhn', 'chapter': '18', 'verse': '15', 'word_num': 10, 'word': 'δὲ', 'occurrence': 2, 'strong': 'G11610', 'lemma': 'δέ', 'morph': 'Gr,CC,,,,,,,,'}, {'id': 62246, 'book_id': 'jhn', 'chapter': '18', 'verse': '15', 'word_num': 11, 'word': 'μαθητὴς', 'occurrence': 1, 'strong': 'G31010', 'lemma': 'μαθητής', 'morph': 'Gr,N,,,,,NMS,'}]","ὁ δὲ μαθητὴς",3,"[{'id': 81250, 'book_id': 'jhn', 'chapter': '18', 'verse': '15', 'word_num': 8, 'word': 'another', 'occurrence': 1}]","another",1,"ὁ δὲ μαθητὴς = another",0.06666666666666667,1,0,0,"[""Too many original language words in alignment: 3, threshold 3""]"
"jhn","18","15","7",",62244,62245,62246,",",81250,","[{'id': 62244, 'book_id': 'jhn', 'chapter': '18', 'verse': '15', 'word_num': 9, 'word': 'ὁ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,NMS,'}, {'id': 62245, 'book_id': 'jhn', 'chapter': '18', 'verse': '15', 'word_num': 10, 'word': 'δὲ', 'occurrence': 2, 'strong': 'G11610', 'lemma': 'δέ', 'morph': 'Gr,CC,,,,,,,,'}, {'id': 62246, 'book_id': 'jhn', 'chapter': '18', 'verse': '15', 'word_num': 11, 'word': 'μαθητὴς', 'occurrence': 1, 'strong': 'G31010', 'lemma': 'μαθητής', 'morph': 'Gr,N,,,,,NMS,'}]","ὁ δὲ μαθητὴς",3,"[{'id': 81250, 'book_id': 'jhn', 'chapter': '18', 'verse': '15', 'word_num': 8, 'word': 'another', 'occurrence': 1}]","another",1,"ὁ δὲ μαθητὴς = another",0.0003417634996582365,1,0,0,"[""Too many original language words in alignment: 3, threshold 3""]"
"jhn","18","15","9",",62244,62245,62246,",",81252,","[{'id': 62244, 'book_id': 'jhn', 'chapter': '18', 'verse': '15', 'word_num': 9, 'word': 'ὁ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,NMS,'}, {'id': 62245, 'book_id': 'jhn', 'chapter': '18', 'verse': '15', 'word_num': 10, 'word': 'δὲ', 'occurrence': 2, 'strong': 'G11610', 'lemma': 'δέ', 'morph': 'Gr,CC,,,,,,,,'}, {'id': 62246, 'book_id': 'jhn', 'chapter': '18', 'verse': '15', 'word_num': 11, 'word': 'μαθητὴς', 'occurrence': 1, 'strong': 'G31010', 'lemma': 'μαθητής', 'morph': 'Gr,N,,,,,NMS,'}]","ὁ δὲ μαθητὴς",3,"[{'id': 81252, 'book_id': 'jhn', 'chapter': '18', 'verse': '15', 'word_num': 10, 'word': 'Now', 'occurrence': 1}]","Now",1,"ὁ δὲ μαθητὴς = Now",0.06666666666666667,1,0,0,"[""Too many original language words in alignment: 3, threshold 3""]"
"jhn","18","15","9",",62244,62245,62246,",",81252,","[{'id': 62244, 'book_id': 'jhn', 'chapter': '18', 'verse': '15', 'word_num': 9, 'word': 'ὁ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,NMS,'}, {'id': 62245, 'book_id': 'jhn', 'chapter': '18', 'verse': '15', 'word_num': 10, 'word': 'δὲ', 'occurrence': 2, 'strong': 'G11610', 'lemma': 'δέ', 'morph': 'Gr,CC,,,,,,,,'}, {'id': 62246, 'book_id': 'jhn', 'chapter': '18', 'verse': '15', 'word_num': 11, 'word': 'μαθητὴς', 'occurrence': 1, 'strong': 'G31010', 'lemma': 'μαθητής', 'morph': 'Gr,N,,,,,NMS,'}]","ὁ δὲ μαθητὴς",3,"[{'id': 81252, 'book_id': 'jhn', 'chapter': '18', 'verse': '15', 'word_num': 10, 'word': 'Now', 'occurrence': 1}]","Now",1,"ὁ δὲ μαθητὴς = Now",0.0003417634996582365,1,0,0,"[""Too many original language words in alignment: 3, threshold 3""]"
"jhn","18","16","0",",62261,62262,62263,",",81273,81274,","[{'id': 62261, 'book_id': 'jhn', 'chapter': '18', 'verse': '16', 'word_num': 0, 'word': 'ὁ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,NMS,'}, {'id': 62262, 'book_id': 'jhn', 'chapter': '18', 'verse': '16', 'word_num': 1, 'word': 'δὲ', 'occurrence': 1, 'strong': 'G11610', 'lemma': 'δέ', 'morph': 'Gr,CC,,,,,,,,'}, {'id': 62263, 'book_id': 'jhn', 'chapter': '18', 'verse': '16', 'word_num': 2, 'word': 'Πέτρος', 'occurrence': 1, 'strong': 'G40740', 'lemma': 'πέτρος', 'morph': 'Gr,N,,,,,NMS,'}]","ὁ δὲ Πέτρος",3,"[{'id': 81273, 'book_id': 'jhn', 'chapter': '18', 'verse': '16', 'word_num': 0, 'word': 'but', 'occurrence': 1}, {'id': 81274, 'book_id': 'jhn', 'chapter': '18', 'verse': '16', 'word_num': 1, 'word': 'Peter', 'occurrence': 1}]","but Peter",2,"ὁ δὲ Πέτρος = but Peter",0.0003417634996582365,1,0,0,"[""Too many original language words in alignment: 3, threshold 3""]"
"jhn","18","2","2",",62016,62017,",",80955,80956,80957,80958,80959,","[{'id': 62016, 'book_id': 'jhn', 'chapter': '18', 'verse': '2', 'word_num': 4, 'word': 'ὁ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,RR,,,,NMS,'}, {'id': 62017, 'book_id': 'jhn', 'chapter': '18', 'verse': '2', 'word_num': 5, 'word': 'παραδιδοὺς', 'occurrence': 1, 'strong': 'G38600', 'lemma': 'παραδίδωμι', 'morph': 'Gr,V,PPA,NMS,'}]","ὁ παραδιδοὺς",2,"[{'id': 80955, 'book_id': 'jhn', 'chapter': '18', 'verse': '2', 'word_num': 2, 'word': 'who', 'occurrence': 1}, {'id': 80956, 'book_id': 'jhn', 'chapter': '18', 'verse': '2', 'word_num': 3, 'word': 'was', 'occurrence': 1}, {'id': 80957, 'book_id': 'jhn', 'chapter': '18', 'verse': '2', 'word_num': 4, 'word': 'going', 'occurrence': 1}, {'id': 80958, 'book_id': 'jhn', 'chapter': '18', 'verse': '2', 'word_num': 5, 'word': 'to', 'occurrence': 1}, {'id': 80959, 'book_id': 'jhn', 'chapter': '18', 'verse': '2', 'word_num': 6, 'word': 'betray', 'occurrence': 1}]","who was going to betray",5,"ὁ παραδιδοὺς = who was going to betray",0.14285714285714285,1,0,0,"[""Too many target language words in alignment: 5, threshold 5""]"
"jhn","18","2","2",",62016,62017,",",80955,80956,80957,80958,80959,","[{'id': 62016, 'book_id': 'jhn', 'chapter': '18', 'verse': '2', 'word_num': 4, 'word': 'ὁ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,RR,,,,NMS,'}, {'id': 62017, 'book_id': 'jhn', 'chapter': '18', 'verse': '2', 'word_num': 5, 'word': 'παραδιδοὺς', 'occurrence': 1, 'strong': 'G38600', 'lemma': 'παραδίδωμι', 'morph': 'Gr,V,PPA,NMS,'}]","ὁ παραδιδοὺς",2,"[{'id': 80955, 'book_id': 'jhn', 'chapter': '18', 'verse': '2', 'word_num': 2, 'word': 'who', 'occurrence': 1}, {'id': 80956, 'book_id': 'jhn', 'chapter': '18', 'verse': '2', 'word_num': 3, 'word': 'was', 'occurrence': 1}, {'id': 80957, 'book_id': 'jhn', 'chapter': '18', 'verse': '2', 'word_num': 4, 'word': 'going', 'occurrence': 1}, {'id': 80958, 'book_id': 'jhn', 'chapter': '18', 'verse': '2', 'word_num': 5, 'word': 'to', 'occurrence': 1}, {'id': 80959, 'book_id': 'jhn', 'chapter': '18', 'verse': '2', 'word_num': 6, 'word': 'betray', 'occurrence': 1}]","who was going to betray",5,"ὁ παραδιδοὺς = who was going to betray",0.0003417634996582365,1,0,0,"[""Too many target language words in alignment: 5, threshold 5""]"
"jhn","18","3","0",",62030,62031,62032,",",80973,80974,","[{'id': 62030, 'book_id': 'jhn', 'chapter': '18', 'verse': '3', 'word_num': 0, 'word': 'ὁ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,NMS,'}, {'id': 62031, 'book_id': 'jhn', 'chapter': '18', 'verse': '3', 'word_num': 1, 'word': 'οὖν', 'occurrence': 1, 'strong': 'G37670', 'lemma': 'οὖν', 'morph': 'Gr,CC,,,,,,,,'}, {'id': 62032, 'book_id': 'jhn', 'chapter': '18', 'verse': '3', 'word_num': 2, 'word': 'Ἰούδας', 'occurrence': 1, 'strong': 'G24550', 'lemma': 'Ἰούδας', 'morph': 'Gr,N,,,,,NMS,'}]","ὁ οὖν Ἰούδας",3,"[{'id': 80973, 'book_id': 'jhn', 'chapter': '18', 'verse': '3', 'word_num': 0, 'word': 'Then', 'occurrence': 1}, {'id': 80974, 'book_id': 'jhn', 'chapter': '18', 'verse': '3', 'word_num': 1, 'word': 'Judas', 'occurrence': 1}]","Then Judas",2,"ὁ οὖν Ἰούδας = Then Judas",0.0003417634996582365,1,0,0,"[""Too many original language words in alignment: 3, threshold 3""]"
"jhn","18","6","7",",62091,62092,62093,",",81054,","[{'id': 62091, 'book_id': 'jhn', 'chapter': '18', 'verse': '6', 'word_num': 7, 'word': 'εἰς', 'occurrence': 1, 'strong': 'G15190', 'lemma': 'εἰς', 'morph': 'Gr,P,,,,,A,,,'}, {'id': 62092, 'book_id': 'jhn', 'chapter': '18', 'verse': '6', 'word_num': 8, 'word': 'τὰ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,RD,,,,ANP,'}, {'id': 62093, 'book_id': 'jhn', 'chapter': '18', 'verse': '6', 'word_num': 9, 'word': 'ὀπίσω', 'occurrence': 1, 'strong': 'G36940', 'lemma': 'ὀπίσω', 'morph': 'Gr,D,,,,,,,,,'}]","εἰς τὰ ὀπίσω",3,"[{'id': 81054, 'book_id': 'jhn', 'chapter': '18', 'verse': '6', 'word_num': 10, 'word': 'backward', 'occurrence': 1}]","backward",1,"εἰς τὰ ὀπίσω = backward",0.0011976047904191617,1,0,0,"[""Too many original language words in alignment: 3, threshold 3""]"
"jhn","19","13","0",",63007,63008,63009,",",82215,82216,","[{'id': 63007, 'book_id': 'jhn', 'chapter': '19', 'verse': '13', 'word_num': 0, 'word': 'ὁ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,EA,,,,NMS,'}, {'id': 63008, 'book_id': 'jhn', 'chapter': '19', 'verse': '13', 'word_num': 1, 'word': 'οὖν', 'occurrence': 1, 'strong': 'G37670', 'lemma': 'οὖν', 'morph': 'Gr,CC,,,,,,,,'}, {'id': 63009, 'book_id': 'jhn', 'chapter': '19', 'verse': '13', 'word_num': 2, 'word': 'Πειλᾶτος', 'occurrence': 1, 'strong': 'G40910', 'lemma': 'Πειλᾶτος', 'morph': 'Gr,N,,,,,NMS,'}]","ὁ οὖν Πειλᾶτος",3,"[{'id': 82215, 'book_id': 'jhn', 'chapter': '19', 'verse': '13', 'word_num': 0, 'word': 'When', 'occurrence': 1}, {'id': 82216, 'book_id': 'jhn', 'chapter': '19', 'verse': '13', 'word_num': 1, 'word': 'Pilate', 'occurrence': 1}]","When Pilate",2,"ὁ οὖν Πειλᾶτος = When Pilate",0.0003417634996582365,1,0,0,"[""Too many original language words in alignment: 3, threshold 3""]"
"jhn","19","32","13",",63412,63413,",",82738,82739,82740,82741,82742,","[{'id': 63412, 'book_id': 'jhn', 'chapter': '19', 'verse': '32', 'word_num': 14, 'word': 'τοῦ', 'occurrence': 3, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,RD,,,,GMS,'}, {'id': 63413, 'book_id': 'jhn', 'chapter': '19', 'verse': '32', 'word_num': 15, 'word': 'συνσταυρωθέντος', 'occurrence': 1, 'strong': 'G49570', 'lemma': 'συνσταυρόω', 'morph': 'Gr,V,PAP,GMS,'}]","τοῦ συνσταυρωθέντος",2,"[{'id': 82738, 'book_id': 'jhn', 'chapter': '19', 'verse': '32', 'word_num': 16, 'word': 'man', 'occurrence': 2}, {'id': 82739, 'book_id': 'jhn', 'chapter': '19', 'verse': '32', 'word_num': 17, 'word': 'who', 'occurrence': 1}, {'id': 82740, 'book_id': 'jhn', 'chapter': '19', 'verse': '32', 'word_num': 18, 'word': 'had', 'occurrence': 1}, {'id': 82741, 'book_id': 'jhn', 'chapter': '19', 'verse': '32', 'word_num': 19, 'word': 'been', 'occurrence': 1}, {'id': 82742, 'book_id': 'jhn', 'chapter': '19', 'verse': '32', 'word_num': 20, 'word': 'crucified', 'occurrence': 1}]","man who had been crucified",5,"τοῦ συνσταυρωθέντος = man who had been crucified",1.0,1,0,0,"[""Too many target language words in alignment: 5, threshold 5""]"
"jhn","19","32","13",",63412,63413,",",82738,82739,82740,82741,82742,","[{'id': 63412, 'book_id': 'jhn', 'chapter': '19', 'verse': '32', 'word_num': 14, 'word': 'τοῦ', 'occurrence': 3, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,RD,,,,GMS,'}, {'id': 63413, 'book_id': 'jhn', 'chapter': '19', 'verse': '32', 'word_num': 15, 'word': 'συνσταυρωθέντος', 'occurrence': 1, 'strong': 'G49570', 'lemma': 'συνσταυρόω', 'morph': 'Gr,V,PAP,GMS,'}]","τοῦ συνσταυρωθέντος",2,"[{'id': 82738, 'book_id': 'jhn', 'chapter': '19', 'verse': '32', 'word_num': 16, 'word': 'man', 'occurrence': 2}, {'id': 82739, 'book_id': 'jhn', 'chapter': '19', 'verse': '32', 'word_num': 17, 'word': 'who', 'occurrence': 1}, {'id': 82740, 'book_id': 'jhn', 'chapter': '19', 'verse': '32', 'word_num': 18, 'word': 'had', 'occurrence': 1}, {'id': 82741, 'book_id': 'jhn', 'chapter': '19', 'verse': '32', 'word_num': 19, 'word': 'been', 'occurrence': 1}, {'id': 82742, 'book_id': 'jhn', 'chapter': '19', 'verse': '32', 'word_num': 20, 'word': 'crucified', 'occurrence': 1}]","man who had been crucified",5,"τοῦ συνσταυρωθέντος = man who had been crucified",0.00037650602409638556,1,0,0,"[""Too many target language words in alignment: 5, threshold 5""]"
"jhn","19","35","0",",63445,63446,63447,",",82783,82784,82785,82786,82787,","[{'id': 63445, 'book_id': 'jhn', 'chapter': '19', 'verse': '35', 'word_num': 0, 'word': 'καὶ', 'occurrence': 1, 'strong': 'G25320', 'lemma': 'καί', 'morph': 'Gr,CC,,,,,,,,'}, {'id': 63446, 'book_id': 'jhn', 'chapter': '19', 'verse': '35', 'word_num': 1, 'word': 'ὁ', 'occurrence': 1, 'strong': 'G35880', 'lemma': 'ὁ', 'morph': 'Gr,RD,,,,NMS,'}, {'id': 63447, 'book_id': 'jhn', 'chapter': '19', 'verse': '35', 'word_num': 2, 'word': 'ἑωρακὼς', 'occurrence': 1, 'strong': 'G37080', 'lemma': 'ὁράω', 'morph': 'Gr,V,PEA,NMS,'}]","καὶ ὁ ἑωρακὼς",3,"[{'id': 82783, 'book_id': 'jhn', 'chapter': '19', 'verse': '35', 'word_num': 0, 'word': 'The', 'occurrence': 1}, {'id': 82784, 'book_id': 'jhn', 'chapter': '19', 'verse': '35', 'word_num': 1, 'word': 'one', 'occurrence': 1}, {'id': 82785, 'book_id': 'jhn', 'chapter': '19', 'verse': '35', 'word_num': 2, 'word': 'who', 'occurrence': 1}, {'id': 82786, 'book_id': 'jhn', 'chapter': '19', 'verse': '35', 'word_num': 3, 'word': 'saw', 'occurrence': 1}, {'id': 82787, 'book_id': 'jhn', 'chapter': '19', 'verse': '35', 'word_num': 4, 'word': 'this', 'occurrence': 1}]","The one who saw this",5,"καὶ ὁ ἑωρακὼς = The one who saw this",0.0003417634996582365,1,0,0,"[""Too many original language words in alignment: 3, threshold 3"", ""Too many target language words in alignment: 5, threshold 5""]"
