"lemma","count","strong","lexicon"
"ἀγνοέω",22,"G00500","{'brief': 'I do not know, am ignorant of', 'long': 'I do not know, am ignorant of (a person, thing, or fact), sometimes with the idea of willful ignorance.'}"
"προγινώσκω",5,"G42670","{'brief': 'I know beforehand', 'long': 'I know beforehand, foreknow.'}"
"ἐπίγνωσις",20,"G19220","{'brief': 'knowledge, discernment, recognition', 'long': 'knowledge of a particular point (directed towards a particular object); perception, discernment, recognition, intuition.'}"
"ἀγνωσία",2,"G00560","{'brief': 'ignorance', 'long': 'ignorance; specifically: willful ignorance.'}"
"ὁράω",154,"G14920","{'brief': 'I know, remember', 'long': 'I know, remember, appreciate.'}"
"κοπιάω",20,"G28720","{'brief': 'I grow weary, toil', 'long': '(a) I grow weary, (b) I toil, work with effort (of bodily and mental labor alike).'}"
"ἐργάζομαι",40,"G20380","{'brief': 'I word, trade, do', 'long': 'I work, trade, perform, do, practice, commit, acquire by labor.'}"
"ἐργάτης",16,"G20400","{'brief': 'a field-laborer, workman', 'long': 'a field-laborer; then: a laborer, workman in general.'}"
"κόπος",18,"G28730","{'brief': 'trouble, toil, labor', 'long': '(a) trouble, (b) toil, labor, laborious toil, involving weariness and fatigue.'}"
"ἔργον",8,"G20410","{'brief': 'work, labor, action, deed', 'long': 'work, task, employment; a deed, action; that which is wrought or made, a work.'}"
"λύχνος",14,"G30880","{'brief': 'a lamp', 'long': 'a lamp.'}"
"λαμπάς",9,"G29850","{'brief': 'a torch, lamp, lantern', 'long': 'a torch, lamp, lantern.'}"
"λυχνία",12,"G30870","{'brief': 'a lamp-stand', 'long': 'a lamp-stand.'}"
"νομικός",8,"G35440","{'brief': 'about law, one learned in the Law', 'long': '(a) adj: connected with law, about law, (b) noun: a lawyer, one learned in the Law, one learned in the Old Testament.'}"
"νόμος",194,"G35510","{'brief': 'a law, the Mosaic Law', 'long': 'usage, custom, law; in NT: of law in general, plur: of divine laws; of a force or influence impelling to action; of the Mosaic law; meton: of the books which contain the law, the Pentateuch, the Old Testament scriptures in general.'}"
"νομοθεσία",1,"G35480","{'brief': 'lawgiving, legislation', 'long': 'lawgiving, legislation.'}"
"ἔννομος",1,"G17720","{'brief': 'legal, obedient to the law', 'long': '(a) legal, statutory, duly constituted, (b) under the law, obedient to the law.'}"
"ἀνομία",15,"G04580","{'brief': 'lawlessness, iniquity', 'long': 'lawlessness, iniquity, disobedience, sin.'}"
"ἔξειμι",31,"G18260","{'brief': 'I go out, depart', 'long': '(originally: I shall go out), I go out (away), depart.'}"
"ἄνομος",10,"G04590","{'brief': 'lawless, sinful, illegal', 'long': 'lawless, wicked, without law.'}"
"νομίμως",2,"G35450","{'brief': 'lawfully', 'long': 'lawfully, rightfully.'}"
"ἄθεσμος",2,"G01130","{'brief': 'lawless', 'long': 'lawless, unrestrained, licentious.'}"
"μάγος",6,"G30970","{'brief': 'a sorcerer, magician, wizard', 'long': 'a sorcerer, a magician, a wizard.'}"
"λεπρός",9,"G30150","{'brief': 'a leper', 'long': 'a leprous person, a leper.'}"
"λέπρα",4,"G30140","{'brief': 'leprosy', 'long': 'leprosy.'}"
"φωτεινός",4,"G54600","{'brief': 'bright, luminous, full of light', 'long': 'bright, luminous, full of light.'}"
"φέγγος",2,"G53380","{'brief': 'brightness, light', 'long': 'brightness, light, splendor, radiance.'}"
"φωτίζω",2,"G54610","{'brief': 'I illuminate, bring to light', 'long': '(a) I light up, illumine, (b) I bring to light, make evident, reveal.'}"
"φωτισμός",2,"G54620","{'brief': 'light, luster, illumination', 'long': 'light, luster, illumination, enlightenment.'}"
"ὡς",502,"G56130","{'brief': 'as, like as, how, while, so that', 'long': 'as, like as, about, as it were, according as, how, when, while, as soon as, so that.'}"
"ὡσεί",20,"G56160","{'brief': 'as if, as it were, like, about', 'long': 'as if, as it were, like; with numbers: about.'}"
"ὥσπερ",36,"G56180","{'brief': 'just as, as', 'long': 'just as, as, even as.'}"
"ὁμοιόω",15,"G36660","{'brief': 'I make like, liken, compare', 'long': 'I make like, liken; I compare.'}"
"ὅμοιος",45,"G36640","{'brief': 'like, similar to', 'long': 'like, similar to, resembling, of equal rank.'}"
"τοιοῦτος",29,"G51080","{'brief': 'of such a kind, such', 'long': 'of such a kind, such.'}"
"ὡσαύτως",17,"G56150","{'brief': 'likewise', 'long': 'in like manner, likewise, just so.'}"
"καθώς",182,"G25310","{'brief': 'just as, as', 'long': 'according to the manner in which, in the degree that, just as, as.'}"
"ὁμοίως",31,"G36680","{'brief': 'in like manner', 'long': 'in like manner, similarly, in the same way, equally.'}"
"αὐτός",637,"G08460","{'brief': 'he, she, it, they, them, same', 'long': 'he, she, it, they, them, same.'}"
"ὁποῖος",2,"G36970","{'brief': 'of what kind or manner', 'long': 'of what kind or manner, of what sort.'}"
"ὁμοίωμα",5,"G36670","{'brief': 'a likeness, form, similitude', 'long': '(originally: a thing made like something else), a likeness, or rather: form; a similitude.'}"
"ὥστε",84,"G56200","{'brief': 'so that, therefore', 'long': 'so that, therefore, so then, so as to.'}"
"καθάπερ",13,"G25090","{'brief': 'even as', 'long': 'even as, just as.'}"
"ὁμοιότης",2,"G36650","{'brief': 'likeness, resemblance', 'long': 'likeness, resemblance.'}"
"εἴκω",2,"G15030","{'brief': 'I am like, resemble', 'long': 'I am like, resemble.'}"
"ἀκρίς",4,"G02000","{'brief': 'a locust', 'long': 'a locust.'}"
"ὀσφύς",8,"G37510","{'brief': 'the loins', 'long': 'the loins.'}"
"κλῆρος",9,"G28190","{'brief': 'a lot, portion', 'long': ""(a) a lot, (b) a portion assigned; hence: a portion of the people of God assigned to one's care, a congregation.""}"
"λαγχάνω",1,"G29750","{'brief': 'I obtain by lot, cast lots', 'long': '(a) I obtain (receive) by lot, my lot (turn) is, (b) I draw lots.'}"
"πάθος",1,"G38060","{'brief': 'suffering, emotion, depraved passion, lust', 'long': 'suffering, emotion, depraved passion, lust.'}"
"ὄρεξις",1,"G37150","{'brief': 'strong desire, lust', 'long': 'strong desire, lust, appetite.'}"
"πάθημα",16,"G38040","{'brief': 'suffering, passion', 'long': '(a) suffering, affliction, (b) passion, emotion, (c) an undergoing, an enduring.'}"
"ἐπιθυμητής",1,"G19380","{'brief': 'an eager desirer of', 'long': 'an eager desirer of.'}"
"ἡδονή",2,"G22370","{'brief': 'pleasure, lust, strong desire', 'long': 'pleasure, a pleasure, especially sensuous pleasure; a strong desire, passion.'}"
"ἐπίτροπος",2,"G20120","{'brief': 'a steward, guardian', 'long': '(a) (procurator) a steward, (b) (tutor) a guardian (appointed for an ""infant"" [under 14 perhaps] by the father or by a magistrate).'}"
"οἰκονόμος",10,"G36230","{'brief': 'a steward', 'long': 'a household manager, a steward, guardian.'}"
"οἰκονομία",9,"G36220","{'brief': 'stewardship', 'long': 'management of household affairs, stewardship, administration.'}"
"οἰκονομέω",1,"G36210","{'brief': 'I am a steward', 'long': 'I am a steward, manage a household.'}"
"προΐστημι",6,"G42910","{'brief': 'I rule', 'long': 'I preside, rule over, give attention to, direct, maintain, practice diligently.'}"
"οἰκοδεσποτέω",1,"G36160","{'brief': 'I manage a household', 'long': 'I manage a household.'}"
"πραΰς",2,"G42390","{'brief': 'mild, gentle', 'long': 'mild, gentle.'}"
"πραΰτης",10,"G42400","{'brief': 'mildness, gentleness', 'long': 'mildness, gentleness.'}"
"μέλος",34,"G31960","{'brief': 'a limb, member', 'long': 'a bodily organ, limb, member.'}"
"ἄγγελος",101,"G00320","{'brief': 'an angel, messenger', 'long': 'a messenger, generally a (supernatural) messenger from God, an angel, conveying news or behests from God to men.'}"
"ἀπόστολος",36,"G06520","{'brief': 'an apostle, a messenger, an envoy, a delegate', 'long': 'a messenger, envoy, delegate, one commissioned by another to represent him in some way, especially a man sent out by Jesus Christ Himself to preach the Gospel; an apostle.'}"
"ἰσχυρότερος",6,"G24785","{'brief': 'strong, mighty, powerful', 'long': 'strong (originally and generally of physical strength); mighty, powerful, vehement, sure.'}"
"δυνατός",14,"G14150","{'brief': 'powerful, able, possible', 'long': '(a) of persons: powerful, able, (b) of things: possible.'}"
"κράτος",12,"G29040","{'brief': 'dominion, strength, power', 'long': 'dominion, strength, power; a mighty deed.'}"
"ἰσχυρός",21,"G24780","{'brief': 'strong, mighty, powerful', 'long': 'strong (originally and generally of physical strength); mighty, powerful, vehement, sure.'}"
"δύναμις",21,"G14110","{'brief': 'might, power, marvelous works', 'long': '(a) physical power, force, might, ability, efficacy, energy, meaning (b) plur: powerful deeds, deeds showing (physical) power, marvelous works.'}"
"κραταιός",1,"G29000","{'brief': 'strong, powerful', 'long': 'strong, powerful, mighty.'}"
"μέγας",25,"G31730","{'brief': 'large, great', 'long': 'large, great, in the widest sense.'}"
"φρονέω",22,"G54260","{'brief': 'I think, judge, observe', 'long': '(a) I think, (b) I think, judge, (c) I direct the mind to, seek for, (d) I observe, (e) I care for.'}"
"διάνοια",12,"G12710","{'brief': 'understanding, intellect, mind', 'long': 'understanding, intellect, mind, insight.'}"
"σωφρονέω",5,"G49930","{'brief': 'I am sober-minded, exercise self-control', 'long': 'I am of sound mind, am sober-minded, exercise self-control.'}"
"νοῦς",24,"G35630","{'brief': 'the mind, reasoning faculty', 'long': 'the mind, the reason, the reasoning faculty, intellect.'}"
"φρόνημα",4,"G54270","{'brief': 'thought, purpose', 'long': 'thought, purpose, aspirations.'}"
"φρήν",1,"G54240","{'brief': 'the mind, intellect', 'long': 'the mind, intellect, thought, understanding.'}"
"νόημα",5,"G35400","{'brief': 'a thought, design, the mind', 'long': 'a thought, purpose, design; the mind; the heart, soul, feelings.'}"
"δίψυχος",2,"G13740","{'brief': 'double-minded, wavering', 'long': '(lit: of two souls, of two selves), double-minded, wavering.'}"
"νήφω",3,"G35250","{'brief': 'I am calm, vigilant, sober', 'long': '(lit: I am sober), I am calm (vigilant), circumspect.'}"
"ἔννοια",1,"G17710","{'brief': 'thought, intention, purpose', 'long': 'thinking, consideration; a thought, purpose, design, intention.'}"
"γνώμη",6,"G11060","{'brief': 'opinion, counsel, judgment, intention', 'long': 'opinion, counsel, judgment, intention, decree.'}"
"ἐμπαίζω",12,"G17020","{'brief': 'I mock', 'long': 'I mock, ridicule.'}"
"διαχλευάζω",1,"G13155","{'brief': 'I lay my hands upon, slay, kill', 'long': 'I lay my hands upon, and so: I slay, kill.'}"
"χλευάζω",1,"G55120","{'brief': 'I mock, scoff', 'long': 'I mock, scoff, jest, jeer.'}"
"μυκτηρίζω",1,"G34560","{'brief': 'I sneer at, disdain', 'long': '(properly: I turn up the nose as a sign of contempt), I sneer at, disdain.'}"
"θεατρίζω",1,"G23010","{'brief': 'I make a public show of', 'long': 'I make a public show of, expose to public shame.'}"
"ἐμπαιγμός",1,"G17010","{'brief': 'mockery', 'long': 'mockery, scoffing, scorn.'}"
"ἐμπαίκτης",2,"G17030","{'brief': 'a mocker', 'long': 'a mocker, scoffer.'}"
"ὀδυρμός",1,"G36020","{'brief': 'lamentation, wailing', 'long': 'lamentation, wailing, mourning, sorrow.'}"
"πενθέω",10,"G39960","{'brief': 'I mourn, lament', 'long': 'I mourn, lament, feel guilt.'}"
"κόπτω",5,"G28750","{'brief': 'I cut off, mourn', 'long': '(a) I cut, cut off, strike, smite, (b) mid: I beat my breast or head in lamentation, lament, mourn, sometimes with acc. of person whose loss is mourned.'}"
"πένθος",5,"G39970","{'brief': 'mourning, sorrow', 'long': 'mourning, sorrow, sadness, grief.'}"
"περισσεύω",32,"G40520","{'brief': 'I exceed, am left over', 'long': '(a) intrans: I exceed the ordinary (the necessary), abound, overflow; am left over, (b) trans: I cause to abound.'}"
"πληθύνω",12,"G41290","{'brief': 'I increase, multiply', 'long': 'I increase, multiply.'}"
"πλεονάζω",5,"G41210","{'brief': 'I abound, increase', 'long': 'I have more than enough; I abound, increase.'}"
"μυστήριον",28,"G34660","{'brief': 'anything hidden, a mystery', 'long': 'a mystery, secret, of which initiation is necessary; in the NT: the counsels of God, once hidden but now revealed in the Gospel or some fact thereof; the Christian revelation generally; particular truths or details of the Christian revelation.'}"
"ἔθνος",161,"G14840","{'brief': 'a race, people, the Gentiles', 'long': 'a race, people, nation; the nations, heathen world, Gentiles.'}"
"πλησίον",17,"G41390","{'brief': 'near, nearby, a neighbor', 'long': 'near, nearby, a neighbor.'}"
"γείτων",4,"G10690","{'brief': 'a neighbor', 'long': 'a neighbor.'}"
"ἕτερος",6,"G20870","{'brief': 'another, different', 'long': ""(a) of two: another, a second, (b) other, different, (c) one's neighbor.""}"
"ὅρκος",10,"G37270","{'brief': 'an oath', 'long': 'an oath.'}"
"ὀμνύω",26,"G36600","{'brief': 'I swear, take an oath', 'long': 'I swear, take an oath, promise with an oath.'}"
"ἀναθεματίζω",2,"G03320","{'brief': 'I curse, invoke curses', 'long': 'I curse, invoke curses, devote to destruction.'}"
"ἀνάθεμα",1,"G03310","{'brief': 'a curse, a cursed thing', 'long': 'a votive offering, a thing devoted to God; a curse, the thing cursed.'}"
"ὁρκωμοσία",4,"G37280","{'brief': 'the taking of an oath, an oath', 'long': 'the taking of an oath, an oath.'}"
"ὑπακούω",20,"G52190","{'brief': 'I listen, obey', 'long': 'I listen, hearken to, obey, answer.'}"
"τηρέω",54,"G50830","{'brief': 'I keep, guard, observe', 'long': 'I keep, guard, observe, watch over.'}"
"κρατέω",29,"G29020","{'brief': 'I lay hold of, obtain', 'long': 'I am strong, mighty, hence: I rule, am master, prevail; I obtain, take hold of; I hold, hold fast.'}"
"φυλάσσω",10,"G54420","{'brief': 'I keep, guard, observe', 'long': '(a) I guard, protect; mid: I am on my guard, (b) act. and mid. of customs and regulations: I keep, observe.'}"
"κατέχω",3,"G27220","{'brief': 'I hold fast, bind, restrain', 'long': '(a) I hold fast, bind, arrest, (b) I take possession of, lay hold of, (c) I hold back, detain, restrain, (d) I hold a ship, keep its head.'}"
"πειθαρχέω",3,"G39800","{'brief': 'I obey one in authority', 'long': 'I obey one in authority, conform to advice, obey, follow.'}"
"ὑπήκοος",3,"G52550","{'brief': 'listening to, obedient', 'long': 'listening to, obedient, submissive.'}"
"πείθω",26,"G39820","{'brief': 'I persuade, urge', 'long': 'I persuade, urge.'}"
"ὑπακοή",15,"G52180","{'brief': 'obedience', 'long': 'obedience, submissiveness, compliance.'}"
"ἔλαιον",11,"G16370","{'brief': 'olive oil', 'long': 'olive oil, oil.'}"
"μύρον",13,"G34640","{'brief': 'anointing-oil, ointment', 'long': 'anointing-oil, ointment.'}"
"ἐλαία",15,"G16360","{'brief': 'an olive tree', 'long': 'an olive tree; the Mount of Olives.'}"
"ἐλαιών",1,"G16380","{'brief': 'Olive-grove, Olive-yard, the mount Olivet', 'long': 'Olive-grove, Olive-yard, the mount Olivet.'}"
"ἀγριέλαιος",1,"G00650","{'brief': 'a wild olive tree', 'long': 'a wild olive tree, oleaster.'}"
"καλλιέλαιος",1,"G25650","{'brief': 'a cultivated olive tree', 'long': 'a cultivated olive tree.'}"
"ὕψιστος",4,"G53100","{'brief': 'highest, most high, the heights', 'long': 'highest, most high, the heights.'}"
"ὕψος",5,"G53110","{'brief': 'height, heaven', 'long': 'height, heaven; dignity, eminence.'}"
"καταπονέω",2,"G26690","{'brief': 'I ill-treat', 'long': 'I exhaust by labor or suffering, wear out, overpower, oppress.'}"
"κάκωσις",1,"G25610","{'brief': 'affliction, ill-treatment', 'long': 'affliction, ill-treatment, oppression, misery.'}"
"καταδυναστεύω",2,"G26160","{'brief': 'I overpower, quell, treat harshly', 'long': 'I overpower, quell, treat harshly.'}"
"θλίβω",8,"G23460","{'brief': 'I make narrow, persecute, press hard', 'long': '(a) I make narrow (strictly: by pressure); I press upon, (b) I persecute, press hard.'}"
"καταρτίζω",5,"G26750","{'brief': 'I fit together, prepare', 'long': '(a) I fit (join) together; met: I compact together, (b) act. and mid: I prepare, perfect, for his (its) full destination or use, bring into its proper condition (whether for the first time, or after a lapse).'}"
"διατάσσω",5,"G12990","{'brief': 'I give orders to, prescribe', 'long': 'I give orders to, prescribe, arrange.'}"
"διαταγή",1,"G12960","{'brief': 'ordaining, ordinance, disposition', 'long': 'ordaining, ordinance, disposition.'}"
"καθίστημι",1,"G25250","{'brief': 'I set, establish, appoint, conduct', 'long': 'I set down, bring down to a place; I set in order, appoint, make, constitute.'}"
"ἐθνικός",2,"G14820","{'brief': 'pagan, heathen, gentile; a Gentile, non-Jew', 'long': 'pagan, heathen, gentile; subst: a Gentile, non-Jew.'}"
"μακροθυμέω",9,"G31140","{'brief': 'I suffer long, have patience, am forbearing', 'long': 'I suffer long, have patience, am forbearing, perseverance.'}"
"μακροθυμία",14,"G31150","{'brief': 'patience, forbearance', 'long': 'patience, forbearance, longsuffering.'}"
"ἀνεξίκακος",1,"G04200","{'brief': 'enduring evil, patient of evil', 'long': 'enduring evil, patient of evil, patiently forbearing.'}"
"εἰρήνη",92,"G15150","{'brief': 'peace, peace of mind', 'long': 'peace, peace of mind; invocation of peace a common Jewish farewell, in the Hebraistic sense of the health (welfare) of an individual.'}"
"εἰρηνεύω",4,"G15140","{'brief': 'I am peaceful, keep the peace, am at peace', 'long': 'I am peaceful, keep the peace, am at peace.'}"
"εἰρηνοποιέω",1,"G15170","{'brief': 'I make peace, reconcile', 'long': 'I make peace, reconcile.'}"
"ἡσύχιος",1,"G22720","{'brief': 'quiet, tranquil', 'long': 'quiet, tranquil, peaceful.'}"
"ἄμαχος",2,"G02690","{'brief': 'not quarrelsome, peaceable', 'long': 'peaceable, abstaining from fighting, not contentious.'}"
"εἰρηνικός",2,"G15160","{'brief': 'peaceable, disposed to peace', 'long': 'peaceable, disposed to peace, profitable.'}"
"λαός",142,"G29920","{'brief': 'a people, the crowd', 'long': ""(a) a people, characteristically of God's chosen people, first the Jews, then the Christians, (b) sometimes, but rarely, the people, the crowd.""}"
"ὄχλος",60,"G37930","{'brief': 'a crowd', 'long': 'a crowd, mob, the common people.'}"
"δῆμος",2,"G12180","{'brief': 'the people, multitude, rabble', 'long': 'properly: the people, especially citizens of a Greek city in popular assembly, but in NT, multitude, rabble.'}"
"τέλειος",18,"G50460","{'brief': 'perfect, full-grown', 'long': 'perfect, (a) complete in all its parts, (b) full grown, of full age, (c) specially of the completeness of Christian character.'}"
"τελειόω",23,"G50480","{'brief': 'I complete, accomplish, make perfect', 'long': '(a) as a course, a race, or the like: I complete, finish (b) as of time or prediction: I accomplish, (c) I make perfect; pass: I am perfected.'}"
"τελέω",3,"G50550","{'brief': 'I end, accomplish, pay', 'long': '(a) I end, finish, (b) I fulfill, accomplish, (c) I pay.'}"
"τελειότης",1,"G50470","{'brief': 'perfectness, perfection', 'long': 'perfectness, perfection, maturity.'}"
"τελείωσις",2,"G50500","{'brief': 'completion, fulfillment, perfection', 'long': 'completion, fulfillment, perfection.'}"
"τελειότερος",1,"G50465","{'brief': 'perfect, full-grown', 'long': 'perfect, (a) complete in all its parts, (b) full grown, of full age, (c) specially of the completeness of Christian character.'}"
"τελειωτής",1,"G50510","{'brief': 'a perfecter, completer', 'long': 'a perfecter, completer, finisher.'}"
"διώκω",39,"G13770","{'brief': 'I pursue, persecute', 'long': 'I pursue, hence: I persecute.'}"
"διωγμός",10,"G13750","{'brief': 'persecution', 'long': 'chase, pursuit; persecution.'}"
"διώκτης",1,"G13760","{'brief': 'a persecutor', 'long': 'a persecutor.'}"
"σκολιός",3,"G46460","{'brief': 'crooked, perverse, unfair', 'long': 'crooked, perverse, unfair, curved, tortuous.'}"
"ἄτοπος",4,"G08240","{'brief': 'improper, unrighteous, perverse', 'long': '(lit: out of place, unusual, unbecoming), improper, unrighteous, perverse.'}"
"μεταστρέφω",1,"G33440","{'brief': 'I turn, change, corrupt, pervert', 'long': 'I turn, change, corrupt, pervert.'}"
"ἐκστρέφω",1,"G16120","{'brief': 'I change for the worse, corrupt, pervert', 'long': 'I change for the worse, corrupt, pervert.'}"
"χοῖρος",12,"G55190","{'brief': 'swine', 'long': 'a swine, hog, sow.'}"
"ὗς",1,"G53000","{'brief': 'a hog, boar, or sow', 'long': 'a hog, boar, or sow.'}"
"βόθυνος",3,"G09990","{'brief': 'a pit, ditch', 'long': 'a pit, ditch.'}"
"φρέαρ",7,"G54210","{'brief': 'a pit, well', 'long': 'a pit, well, cistern.'}"
"ἀπέχω",12,"G05680","{'brief': 'I have in full, am far, it is enough', 'long': 'I have in full, am far, it is enough.'}"
"ὑπάρχω",45,"G52250","{'brief': 'I am, exist, am in possession', 'long': 'I begin, am, exist, am in possession.'}"
"κτῆμα",3,"G29330","{'brief': 'a field, property', 'long': 'a piece of landed property, a field; plur: possessions, property, possibly landed property, property in land.'}"
"σκεῦος",8,"G46320","{'brief': 'a vessel to contain liquid, utensil, tackle', 'long': 'a vessel to contain liquid; a vessel of mercy or wrath; any instrument by which anything is done; a household utensil; of ships: tackle.'}"
"κατάσχεσις",2,"G26970","{'brief': 'a possession', 'long': 'a possession, holding fast.'}"
"περιποίησις",5,"G40470","{'brief': 'obtaining, possessing, possession', 'long': 'acquiring, obtaining, possessing, possession, ownership.'}"
"κτάομαι",2,"G29320","{'brief': 'I win, get, buy, possess', 'long': '(a) I acquire, win, get, purchase, buy, (b) I possess, win mastery over.'}"
"ὕπαρξις",1,"G52230","{'brief': 'goods, substance, property', 'long': 'goods, substance, property, possessions.'}"
"ἐξομολογέω",3,"G18430","{'brief': 'I consent fully, confess', 'long': '(a) I consent fully, agree out and out, (b) I confess, admit, acknowledge (cf. the early Hellenistic sense of the middle: I acknowledge a debt), (c) I give thanks, praise.'}"
"αἶνος",2,"G01360","{'brief': 'praise', 'long': 'praise.'}"
"αἰνέω",8,"G01340","{'brief': 'I praise', 'long': 'I praise.'}"
"ἐπαινέω",6,"G18670","{'brief': 'I praise, commend', 'long': 'I praise, commend, applaud.'}"
"ἔπαινος",11,"G18680","{'brief': 'commendation, praise', 'long': 'commendation, praise, approval.'}"
"αἴνεσις",1,"G01330","{'brief': 'praise', 'long': 'praise, commendation.'}"
"κηρύσσω",61,"G27840","{'brief': 'I proclaim, herald, preach', 'long': 'I proclaim, herald, preach.'}"
"κήρυγμα",8,"G27820","{'brief': 'a proclamation, preaching', 'long': 'a proclamation, preaching.'}"
"καταγγέλλω",18,"G26050","{'brief': 'I declare openly, preach', 'long': 'I declare openly, proclaim, preach, laud, celebrate.'}"
"προκηρύσσω",1,"G42960","{'brief': 'I preach beforehand', 'long': 'I announce or preach beforehand, announce by herald.'}"
"εὐαγγελίζω",1,"G20970","{'brief': 'I bring good news, preach good tidings', 'long': 'I bring good news, preach good tidings, with or without an object, expressing either the persons who receive the good news or the good news itself (the good news being sometimes expressed as a person).'}"
"ἐξαγγέλλω",1,"G18040","{'brief': 'I announce publicly, proclaim', 'long': 'I announce publicly, proclaim.'}"
"πολύτιμος",2,"G41860","{'brief': 'of great value', 'long': 'of great value, very costly, very precious.'}"
"τίμιος",8,"G50930","{'brief': 'of great price, precious, honored', 'long': 'of great price, precious, honored.'}"
"ἔντιμος",2,"G17840","{'brief': 'precious, honored, honorable', 'long': '(held precious, hence) precious, honored, honorable in rank.'}"
"τιμή",7,"G50920","{'brief': 'a price, honor', 'long': 'a price, honor.'}"
"πολυτελής",1,"G41850","{'brief': 'very costly, very precious', 'long': 'very costly, very precious, of great value.'}"
"ἰσότιμος",1,"G24720","{'brief': 'equally privileged, equal', 'long': 'equally privileged, equal in honor.'}"
"τιμιώτατος",2,"G50945","{'brief': 'preciousness, costliness', 'long': 'preciousness, costliness, worth.'}"
"φυλακή",46,"G54380","{'brief': 'a watching, guard, prison, imprisonment', 'long': 'a watching, keeping guard; a guard, prison; imprisonment.'}"
"δεσμωτήριον",4,"G12010","{'brief': 'a prison', 'long': 'a prison.'}"
"δέσμιος",15,"G11980","{'brief': 'one bound, a prisoner', 'long': 'one bound, a prisoner.'}"
"δεσμοφύλαξ",1,"G12000","{'brief': 'a keeper of a prison, a jailer', 'long': 'a keeper of a prison, a jailer.'}"
"δεσμώτης",2,"G12020","{'brief': 'a prisoner, captive', 'long': 'a prisoner, captive.'}"
"συνκλείω",2,"G47880","{'brief': 'I enclose, shut in', 'long': 'I enclose, shut in, make subject to.'}"
"συναιχμάλωτος",2,"G48690","{'brief': 'a fellow captive', 'long': 'a fellow captive or prisoner.'}"
"βεβηλόω",2,"G09530","{'brief': 'I profane', 'long': 'I profane, pollute, violate.'}"
"βέβηλος",5,"G09520","{'brief': 'profane, secular, unspiritual, godless, worldly', 'long': 'permitted to be trodden, accessible.'}"
"συμφέρω",14,"G48510","{'brief': 'I collect, am profitable to', 'long': 'I bring together, collect; I am profitable to.'}"
"ὠφελέω",15,"G56230","{'brief': 'I help, benefit, do good', 'long': 'I help, benefit, do good, am useful (to), profit.'}"
"κερδαίνω",15,"G27700","{'brief': 'I gain, win, avoid loss', 'long': 'I gain, acquire, win (over), avoid loss.'}"
"διαπραγματεύομαι",1,"G12810","{'brief': 'I gain by business', 'long': 'I gain by business (trading).'}"
"ἐργασία",6,"G20390","{'brief': 'working, activity, trade, performance', 'long': 'working, activity, work, service, trade, business, gains of business, performance, practice.'}"
"ὠφέλια",2,"G56220","{'brief': 'usefulness, profit, advantage', 'long': 'usefulness, profit, advantage, benefit, gain.'}"
"σύμφορος",2,"G48525","{'brief': 'I assent to', 'long': 'I assent to, consent, confess, agree with.'}"
"ὄφελος",3,"G37860","{'brief': 'advantage, gain, profit', 'long': 'advantage, gain, profit, help.'}"
"κέρδος",3,"G27710","{'brief': 'gain, advantage', 'long': 'gain, advantage, profit.'}"
"ὠφέλιμος",4,"G56240","{'brief': 'profitable, beneficial, useful', 'long': 'profitable, beneficial, useful.'}"
"χρήσιμος",1,"G55390","{'brief': 'useful, profitable', 'long': 'useful, profitable.'}"
"ὀνίνημι",1,"G36850","{'brief': 'I help, profit, have joy of', 'long': 'I profit, benefit, help; mid: I have profit, derive benefit.'}"
"πόρνη",12,"G42040","{'brief': 'a prostitute', 'long': 'a prostitute; met: an idolatrous community.'}"
"κόλασις",2,"G28510","{'brief': 'chastisement, punishment', 'long': 'chastisement, punishment, torment, perhaps with the idea of deprivation.'}"
"κολάζω",2,"G28490","{'brief': 'I chastise, punish', 'long': 'I chastise, curtail, punish; mid: I cause to be punished.'}"
"τιμωρέω",2,"G50970","{'brief': 'I punish', 'long': 'I punish, avenge myself on.'}"
"ἐπιτιμία",1,"G20090","{'brief': 'punishment', 'long': 'punishment, penalty.'}"
"τιμωρία",1,"G50980","{'brief': 'punishment, penalty', 'long': 'punishment, penalty.'}"
"δίκη",2,"G13490","{'brief': 'justice, judicial hearing, punishment', 'long': '(a) (originally: custom, usage) right, justice, (b) process of law, judicial hearing, (c) execution of sentence, punishment, penalty, (d) justice, vengeance.'}"
"βασίλισσα",4,"G09380","{'brief': 'a queen', 'long': 'a queen.'}"
"σβέννυμι",7,"G45700","{'brief': 'I extinguish, suppress', 'long': '(a) I extinguish, quench, (b) I suppress, thwart.'}"
"ἐγείρω",140,"G14530","{'brief': 'I wake, arouse, raise up', 'long': '(a) I wake, arouse, (b) I raise up.'}"
"γίνομαι",201,"G10960","{'brief': 'I come into being, am born', 'long': 'I come into being, am born, become, come about, happen.'}"
"ἀνίστημι",109,"G04500","{'brief': 'I raise up, set up, rise from', 'long': 'I raise up, set up; I rise from among (the) dead; I arise, appear.'}"
"ἀναπηδάω",1,"G03755","{'brief': 'I send up to a higher tribunal, I send back', 'long': 'I send up (to a higher tribunal), send back.'}"
"ἐξανίστημι",2,"G18170","{'brief': 'I raise up, rise up', 'long': '(a) in trans. tenses: I raise up, cause to grow, (b) in intrans. tenses: I rise up from.'}"
"ἐπανίστημι",2,"G18810","{'brief': 'I rise up against', 'long': 'intrans. tenses: I rise up against.'}"
